sample_index,rank,motion_time_step,motion,family,pc1,pc2,root_speed_mps,reward,done
567,0,5705,jumps1_subject1,jumps,0.10053618921883205,-0.0024575012820915593,0.016759331242430044,0.0275924950838089,True
584,0,4238,fight1_subject2,fight,0.0072382470929117865,0.08386732699698099,0.006028601642513987,0.03581606224179268,True
587,0,5209,fightAndSports1_subject1,fightAndSports,0.12669191201002714,-0.02052915935224024,0.003929251242765659,0.044874683022499084,True
596,0,5542,fightAndSports1_subject4,fightAndSports,0.31523115909743055,0.15767793961086707,0.0021654099294457583,0.035624872893095016,True
643,0,2994,fallAndGetUp1_subject5,fallAndGetUp,-0.0015054265584305273,-0.17970316460185998,0.0016714073249503596,0.010375198908150196,True
676,0,6370,jumps1_subject5,jumps,0.17466439356518204,-0.102834529225308,0.01285525387974495,0.040513791143894196,True
713,0,11713,walk4_subject1,walk,0.11027721967920048,-0.0754491828568563,0.007748350981663261,0.04025035724043846,True
714,0,6391,jumps1_subject5,jumps,-0.2138198600461669,-0.11479100957721768,0.07512395150720638,0.030645951628684998,True
718,0,6737,run1_subject2,run,-0.2521074991962751,0.11729828040150513,0.017862500624054048,0.03891460597515106,True
745,0,10701,walk3_subject2,walk,-0.18197381781721017,0.09543127797065014,0.11833084633683891,-0.004190855659544468,True
751,0,5085,fightAndSports1_subject1,fightAndSports,-0.11244199781266749,-0.2964705595635041,0.0020655273947225074,0.004015340469777584,True
783,0,1049,dance2_subject1,dance,0.1660863225170944,0.0035589872791967447,0.011500254748042702,0.03457071632146835,True
789,0,5284,fightAndSports1_subject1,fightAndSports,-0.09451921687332049,0.07031269375819743,0.02747046764445419,0.03535213693976402,True
812,0,232,dance1_subject1,dance,-0.304206868360982,0.03946668149311423,0.24689026098630215,0.028952226042747498,True
829,0,4754,fight1_subject3,fight,-1.0544181343748422,0.5150648874374824,0.9515860586777725,0.01884378120303154,True
842,0,7994,sprint1_subject2,sprint,-0.05070252647881459,-0.2026533303648866,0.5603503091151951,0.012325153686106205,True
847,0,71,dance1_subject1,dance,0.1602621543341637,-0.006823537950887757,0.005953718553052322,0.03610292822122574,True
862,0,6263,jumps1_subject2,jumps,-0.023888344965477183,0.038233862943180534,0.021038029922853252,0.03977292403578758,True
907,0,5688,jumps1_subject1,jumps,0.11004436091325769,-0.11846384184158613,0.02304518655049967,0.018934983760118484,True
935,0,7624,run2_subject4,run,-0.007540122366661134,-0.3393721729928115,0.5089968317826512,0.006313310004770756,True
1014,0,10543,walk3_subject2,walk,-0.020927580942013843,0.12473872178928562,0.017092849652231536,0.03432869166135788,True
1069,0,4693,fight1_subject3,fight,-0.03621688049810965,0.27506722900877867,0.22811071575223282,0.015326011925935745,True
1104,0,10006,walk2_subject4,walk,0.296880081004757,0.0919683321236463,0.00654780851904659,0.041594941169023514,True
1120,0,6207,jumps1_subject2,jumps,-0.017185144472863487,0.024998481127802376,0.01581234025822108,0.0406220518052578,True
1177,0,8009,sprint1_subject2,sprint,0.05032947359174721,0.1821347242442894,0.7151209663351618,0.019038110971450806,True
1186,0,3745,fallAndGetUp2_subject3,fallAndGetUp,-0.019617392712553493,0.19381157382325082,0.09303706224969278,0.027817294001579285,True
1201,0,5564,fightAndSports1_subject4,fightAndSports,-0.17833186743384072,-0.17745596985100281,0.05933657245209535,0.04074419289827347,True
1232,0,10472,walk3_subject2,walk,-0.5788328687434369,0.04892943562689595,0.024410338886208794,0.02633288875222206,True
1254,0,3921,fallAndGetUp3_subject1,fallAndGetUp,0.23298356143674273,-0.004065053956601281,0.012104282577829544,0.02756120264530182,True
1287,0,5635,fightAndSports1_subject4,fightAndSports,-0.046322351409783837,-0.19140473246636816,0.13891205693919592,0.04015791416168213,True
1299,0,7685,run2_subject4,run,-0.296795106339533,0.07321006749438125,0.6237345626952133,0.022306598722934723,True
1366,0,6562,jumps1_subject5,jumps,-0.3335057829200437,-0.5734816869202974,1.1441299173474766,0.018487978726625443,True
1389,0,1902,dance2_subject4,dance,0.16337703428796907,-0.00738410803311768,0.010565142262345738,0.03299332782626152,True
1404,0,4667,fight1_subject3,fight,-0.4582117845575768,-0.03281444303975049,0.6727265468067131,0.01118853036314249,True
1405,0,7918,sprint1_subject2,sprint,-0.12969454474322586,0.05966789322272305,0.27893318982043624,0.033724840730428696,True
1439,0,1352,dance2_subject2,dance,-0.1420558754095031,0.13457414300098489,0.007882087000594727,0.020598815754055977,True
1469,0,2447,fallAndGetUp1_subject1,fallAndGetUp,0.10940031087629883,0.0524642000628722,0.007356185267227583,0.0260662529617548,True
1496,0,10357,walk3_subject1,walk,0.19691902000472417,-0.1654154238191098,0.15888334745515872,0.036844078451395035,True
1501,0,7728,run2_subject4,run,-0.027553394977175176,-0.13281130276848976,1.9034526308638473,-0.006765441037714481,True
1506,0,5712,jumps1_subject1,jumps,0.11222860224789064,0.07929694043773138,0.009909331842248513,0.022786319255828857,True
1514,0,6426,jumps1_subject5,jumps,-0.15942317827035474,-0.225391536091695,0.06402169808689595,0.0051591116935014725,True
1571,0,1647,dance2_subject3,dance,0.21922776958186319,-0.04298153549563084,0.0014757197057079614,0.04298832267522812,True
1585,0,4971,fight1_subject5,fight,-0.07074572098388983,0.19514581331101175,0.4268703436694583,0.012545596808195114,True
1637,0,5663,fightAndSports1_subject4,fightAndSports,-0.2850438121710211,0.3437848544500487,0.3612477183008447,0.00850941427052021,True
1643,0,11105,walk3_subject4,walk,0.0616133510250638,-0.07830721174070861,0.006291613246367663,0.028180617839097977,True
1664,0,9205,walk1_subject5,walk,0.7146209730531516,-0.23870830492701023,0.24812672753571802,0.008666468784213066,True
1693,0,2240,dance2_subject5,dance,0.2021417293971552,0.0069342137722709545,0.006330084310566103,0.03966812789440155,True
1696,0,6264,jumps1_subject2,jumps,-0.13565364294153492,0.04486913681188501,0.02122166325269581,0.03468629717826843,True
1702,0,4550,fight1_subject3,fight,0.150317550514364,0.07251178093324538,0.00286054673816431,0.04608629643917084,True
1764,0,7761,run2_subject4,run,-0.7010420617479819,-0.5876614377049408,2.2476908610246884,0.017203181982040405,True
1771,0,8154,sprint1_subject4,sprint,0.16582534792236994,-0.012762085475166184,0.00529102511434346,0.042346544563770294,True
1809,0,10145,walk2_subject4,walk,-0.26036288941327745,-0.14902077500754926,0.13874456584093814,0.021554458886384964,True
1810,0,7328,run2_subject1,run,-0.24830033203998547,-0.3916262235485515,0.007833597230651544,0.021644096821546555,True
1817,0,7981,sprint1_subject2,sprint,0.06065392764587277,0.19876281004190574,0.5783127364167706,0.016913719475269318,True
1834,0,872,dance1_subject3,dance,0.0779843145152526,-0.07438048397095018,0.017260545708246925,0.04391564428806305,True
1843,0,6825,run1_subject2,run,-0.3377029899604132,0.1614344961477902,0.32432060717602823,0.035506393760442734,True
1887,0,5758,jumps1_subject1,jumps,0.14476254612601608,-0.043895872571472275,0.004909141322894377,0.04040629789233208,True
1926,0,7973,sprint1_subject2,sprint,0.24663992554177638,-0.10399606072901174,0.49019634036497645,0.01662394031882286,True
1935,0,11821,walk4_subject1,walk,-0.1885105588603186,0.2280922141943241,0.046208923677205714,0.017977707087993622,True
1952,0,7050,run1_subject5,run,-0.07972636931466448,-0.36358388586244067,0.46072260377593605,0.008759409189224243,True
2014,0,1195,dance2_subject1,dance,0.1464301298905683,-0.020077410445420444,0.35209856213701596,0.0372001938521862,True
2078,0,2629,fallAndGetUp1_subject1,fallAndGetUp,-0.4411996001795686,0.3197504348025175,0.3382125961806763,0.00973737332969904,True
2087,0,2632,fallAndGetUp1_subject1,fallAndGetUp,0.055639955127011,0.18284212108740092,0.43962492898794997,0.012020532973110676,True
2096,0,5906,jumps1_subject1,jumps,-0.032755441049570386,0.1207123538861611,0.23006505299359756,0.019454006105661392,True
2120,0,8218,sprint1_subject4,sprint,0.15111480485403522,0.2909048193559533,0.019741057648719022,0.008047644048929214,True
2136,0,1337,dance2_subject2,dance,-0.022785360944262503,0.1824866965286036,0.0037896246091320596,0.02381160296499729,True
2155,0,256,dance1_subject1,dance,-0.2337423174674088,-0.7745637973179156,0.43929439942285003,0.02684960514307022,True
2162,0,7028,run1_subject5,run,0.02559334145918825,-0.25985990547748383,0.33328287199534945,0.004942058585584164,True
2180,0,8179,sprint1_subject4,sprint,0.14528057710495548,0.0246032335291589,0.006467223296532116,0.041248422116041183,True
2211,0,1381,dance2_subject2,dance,-0.08088949210898778,-0.0027247610512880897,0.007338601040681833,0.014980342239141464,True
2212,0,5489,fightAndSports1_subject4,fightAndSports,0.11920614210216945,0.03978979005500208,0.001471081389321424,0.038257285952568054,True
2216,0,11282,walk3_subject4,walk,0.16222519432696017,0.14721402983409532,0.6934603922962228,0.029329203069210052,True
2260,0,413,dance1_subject2,dance,0.04685386831050937,0.056488789363905535,0.02117953747669465,0.022448549047112465,True
2292,0,5334,fightAndSports1_subject1,fightAndSports,0.21852107575503982,0.154577055026265,0.0023429514404102814,0.020726555958390236,True
2318,0,356,dance1_subject2,dance,-0.132982049687971,0.10813455553213253,0.08890631907862309,0.02563389018177986,True
2361,0,1666,dance2_subject3,dance,0.16180114408238516,0.020298408820487893,0.011776906515597641,0.03803481161594391,True
2404,0,5005,fight1_subject5,fight,-0.6496362709028982,0.215693148241587,0.9352712083432956,-0.019410114735364914,True
2410,0,7666,run2_subject4,run,0.03810649328885935,0.7091121418582792,1.1211368412944835,0.019520459696650505,True
2418,0,5379,fightAndSports1_subject1,fightAndSports,0.12807080245879104,0.0327855040911393,0.024304928586074925,0.03712740167975426,True
2466,0,7802,sprint1_subject2,sprint,-0.07519522105887462,0.0002994239160635252,0.005496576686215779,0.029649674892425537,True
2513,0,8367,sprint1_subject4,sprint,-0.04602214161076522,-0.03812525114719588,0.593806213193712,0.03930960223078728,True
2514,0,5488,fightAndSports1_subject4,fightAndSports,0.11403428434045572,0.01676970360053745,0.0015420071076657248,0.04192200303077698,True
2630,0,2310,dance2_subject5,dance,-0.3542903412670592,-0.14706164293119528,0.03472856449720481,0.019027143716812134,True
2659,0,6611,run1_subject2,run,0.06177639829972078,0.015846656584051225,0.010554573636864495,0.03572603315114975,True
2683,0,1674,dance2_subject3,dance,0.2209265693196368,-0.0015950129997462797,0.013333308132399888,0.03045351430773735,True
2690,0,8134,sprint1_subject4,sprint,0.147694200964168,-0.13492113808923736,0.0072449838653158615,0.04391281306743622,True
2695,0,3021,fallAndGetUp1_subject5,fallAndGetUp,0.12563577745293816,-0.09262353283064985,0.0018025055489998079,0.02284100279211998,True
2709,0,6859,run1_subject2,run,-0.13819490889136815,0.0603320488680075,0.02704143118625386,0.04251274839043617,True
2730,0,8419,walk1_subject1,walk,0.07839487260603671,0.04406150530359143,0.003463431165062863,0.02133902721107006,True
2738,0,2696,fallAndGetUp1_subject4,fallAndGetUp,0.07990445211652265,-0.17762443520079413,0.012066559161881672,0.03128988668322563,True
2739,0,11463,walk3_subject5,walk,-0.492750887948386,-0.008815279906421232,0.0866661013872862,0.011543076485395432,True
2747,0,3400,fallAndGetUp2_subject2,fallAndGetUp,-0.05757647241165585,0.0266345649274024,0.0062360898178110006,0.011126583442091942,True
2810,0,80,dance1_subject1,dance,0.11886600986192487,-0.003380363941404195,0.0057155143152592975,0.034848812967538834,True
2825,0,5278,fightAndSports1_subject1,fightAndSports,0.008251454978035668,0.10735327783633479,0.023006365131709686,0.029155347496271133,True
2830,0,6645,run1_subject2,run,0.06762170430113895,0.20664525001053605,0.004267124930562162,0.024269618093967438,True
2899,0,402,dance1_subject2,dance,0.09597014745054393,0.17036890319127157,0.004959768737980663,0.034867025911808014,True
2908,0,7932,sprint1_subject2,sprint,-0.26300743303535584,0.13947937872198365,0.26811804386904803,0.004787943325936794,True
2938,0,7880,sprint1_subject2,sprint,-0.13038755967820378,0.011481078720284876,0.04763371181977609,0.006977484095841646,True
2941,0,7581,run2_subject4,run,0.21258308152837915,-0.03833795364961289,0.037042782180463064,0.032454367727041245,True
2964,0,8231,sprint1_subject4,sprint,-0.4789014895310555,0.003590699237321571,0.06843536246813643,0.02378038689494133,True
3038,0,7987,sprint1_subject2,sprint,-0.26713044398851293,0.268598467369374,0.5749001428056354,0.010786688886582851,True
3055,0,4287,fight1_subject2,fight,-0.10121427485827302,0.05786810812847268,0.004696235502176397,0.022244924679398537,True
3095,0,315,dance1_subject2,dance,0.06707866909952012,0.03135656270480683,0.004312609078797073,0.02223670855164528,True
3136,0,489,dance1_subject2,dance,0.12250257946730285,0.061515552070527765,0.003264288764748375,0.04292086511850357,True
3137,0,3434,fallAndGetUp2_subject2,fallAndGetUp,-0.05742436087147592,0.1297446530581496,0.028290167244589718,0.008421281352639198,True
3149,0,10472,walk3_subject2,walk,-0.668555581402878,0.015939605794672785,0.024410338886208794,0.020888634026050568,True
3155,0,197,dance1_subject1,dance,-0.1595848604755021,-0.15030836858163907,0.06622786388365962,0.02054283395409584,True
3158,0,4930,fight1_subject5,fight,-0.822353013643999,-0.11382983067305527,0.155048749842895,0.017177723348140717,True
3194,0,3826,fallAndGetUp2_subject3,fallAndGetUp,-0.14662138689248258,0.27382735654839857,0.17461684313789244,0.0010401089675724506,True
3196,0,3662,fallAndGetUp2_subject3,fallAndGetUp,0.17586157384157305,0.03525386318169431,0.0044316350207455075,0.02901959791779518,True
3205,0,6030,jumps1_subject2,jumps,-0.1064697170265116,0.05339302390804136,0.0039943977240666255,0.04464137926697731,True
3227,0,7579,run2_subject4,run,0.15060058957229458,0.02269839163242021,0.029809250262260584,0.037363119423389435,True
3242,0,1964,dance2_subject4,dance,0.2520814998387375,0.07434707256160455,0.012809232086871916,0.02485452964901924,True
3262,0,5349,fightAndSports1_subject1,fightAndSports,0.025101314267811422,-0.03489054582863141,0.056506826586337495,0.03359454125165939,True
3284,0,9195,walk1_subject5,walk,0.8568326624526941,0.31894175633158955,0.4419141746932217,0.018825694918632507,True
3287,0,2800,fallAndGetUp1_subject4,fallAndGetUp,0.13851252349164608,-0.04540798796712976,0.006026839481209759,0.03395143896341324,True
3311,0,513,dance1_subject2,dance,-0.053359657975993256,0.12830862126405848,0.011439812134830462,0.038659967482089996,True
3389,0,2479,fallAndGetUp1_subject1,fallAndGetUp,0.18990565912891735,0.003226065033146554,0.002833517238755909,0.015117154456675053,True
3419,0,3690,fallAndGetUp2_subject3,fallAndGetUp,-0.004278411376954904,0.06631356586450213,0.010541835277903396,0.0373053215444088,True
3447,0,2677,fallAndGetUp1_subject1,fallAndGetUp,0.08377425919578509,0.04947648504210714,1.5036289653130133,0.0014809034764766693,True
3449,0,605,dance1_subject3,dance,0.00931661357258542,-0.014351039702505201,0.01284259989844786,0.013087996281683445,True
3465,0,449,dance1_subject2,dance,0.11870928200372953,0.12997935000501745,0.00999611144683421,0.0324416346848011,True
3494,0,737,dance1_subject3,dance,0.06166031298691909,0.021297670136196937,0.008219964190451987,0.039028801023960114,True
3513,0,7249,run2_subject1,run,0.05399070597275599,0.001610674732969069,0.0018009874510877728,0.021157074719667435,True
3556,0,2309,dance2_subject5,dance,-0.29926133052772347,-0.13629705802211622,0.03338294932880281,0.0026069716550409794,True
3577,0,4375,fight1_subject2,fight,-0.8236971548709234,-0.3953276835968281,0.24268272737432425,0.02560393512248993,True
3584,0,1189,dance2_subject1,dance,0.12984676726370842,0.3496271151244404,0.38004125914920955,0.008862496353685856,True
3588,0,11694,walk4_subject1,walk,0.013917086583604665,-0.052477874751401574,0.0039928082400434465,0.021228745579719543,True
3614,0,8066,sprint1_subject2,sprint,-0.5641760218998136,0.16237642430625904,0.6888402290215367,0.027129903435707092,True
3675,0,8612,walk1_subject1,walk,0.12079884262462054,-0.06922028777121057,0.6397009303237131,-0.004713837988674641,True
3697,0,7800,sprint1_subject2,sprint,0.008002934099899101,-0.059826415620409856,0.004709516972030233,0.033595334738492966,True
3724,0,1680,dance2_subject3,dance,0.22777163419351684,0.08955423477515341,0.01256662163113737,0.0339040532708168,True
3730,0,6025,jumps1_subject2,jumps,-0.08697820836107788,0.11075538847818558,0.005266420962934587,0.03303366154432297,True
3741,0,4621,fight1_subject3,fight,-0.5866945304731307,0.31431864624444655,0.4392601736692779,0.02951538935303688,True
3756,0,7851,sprint1_subject2,sprint,0.020177626501821803,0.044384078558151165,0.013732529252849544,0.03905176743865013,True
3766,0,10957,walk3_subject3,walk,0.404253162189408,0.04399514394620256,0.32544704992062945,0.018807314336299896,True
3780,0,6038,jumps1_subject2,jumps,0.01272660267490096,0.13384977923987473,0.002178460551419295,0.03361203894019127,True
3873,0,7751,run2_subject4,run,0.06071918651393717,0.7322655113472474,2.4292234454181667,0.0025313361547887325,True
3922,0,7828,sprint1_subject2,sprint,-0.006619538451990051,0.0761766760570041,0.008626011052748695,0.010315850377082825,True
3958,0,8320,sprint1_subject4,sprint,0.13717017687110156,-0.10316654025295212,0.6479452551119051,0.01831788197159767,True
3959,0,9125,walk1_subject5,walk,0.13190624145615107,-0.13643708294825754,0.37882015939111424,0.013858388178050518,True
3967,0,4485,fight1_subject3,fight,-1.3379272495464907,0.30233107790101765,80.90416166133163,-0.011917809024453163,True
3972,0,11499,walk3_subject5,walk,0.02756921264607944,-0.1599888985363518,0.1871444616807157,-0.011009061709046364,True
3975,0,5565,fightAndSports1_subject4,fightAndSports,-0.14457219321596268,-0.1777527615269713,0.0642100108421984,0.03948843851685524,True
4012,0,5559,fightAndSports1_subject4,fightAndSports,-0.42651164620969934,-0.05078579369935407,0.03701914532990737,0.02240585908293724,True
4147,0,5056,fight1_subject5,fight,0.5200811001792363,1.0493820661631335,1.2632872875642034,0.0246070958673954,True
4172,0,5635,fightAndSports1_subject4,fightAndSports,0.09798119270864777,-0.1004453176552364,0.13891205693919592,0.032637570053339005,True
4190,0,7987,sprint1_subject2,sprint,-0.21312515972990514,0.23878374208065525,0.5749001428056354,0.030460618436336517,True
4208,0,458,dance1_subject2,dance,-0.049396559971637555,0.11734411668694404,0.010122298521032377,0.03571467846632004,True
4231,0,7906,sprint1_subject2,sprint,0.46601475864840597,-0.17733910482003842,0.12988111046917103,0.026161950081586838,True
4235,0,3379,fallAndGetUp2_subject2,fallAndGetUp,0.040011132452029745,0.1598073735862037,0.0005515367243961962,0.0042580668814480305,True
4237,0,3251,fallAndGetUp1_subject5,fallAndGetUp,0.18942374188192887,-0.12006813250951587,0.7396254202937157,0.0019433526322245598,True
4279,0,7911,sprint1_subject2,sprint,-0.045653298087235526,-0.2552051979543917,0.2306731161423547,0.042062725871801376,True
4336,0,5074,fight1_subject5,fight,0.6617173703956334,-0.07256545729766363,1.331562354596934,-0.0035328413359820843,True
4337,0,6555,jumps1_subject5,jumps,0.37842403330266816,0.6492502693543967,1.310718841977452,-0.009865380823612213,True
4340,0,8164,sprint1_subject4,sprint,0.21847499859695738,-0.101599995353005,0.006615939851331215,0.029788728803396225,True
4355,0,5060,fight1_subject5,fight,0.2904273774211953,-0.34878710066236723,1.1650856822462063,0.021548587828874588,True
4369,0,4890,fight1_subject5,fight,0.1596183667823154,-0.03898727323783445,0.039673704374190606,0.03672599419951439,True
4427,0,8018,sprint1_subject2,sprint,-0.42153172064193434,-0.16267449318640795,0.637387464644577,0.027828790247440338,True
4431,0,9179,walk1_subject5,walk,-0.20422665501176968,0.17006395496136395,0.5862726177415181,0.029866047203540802,True
4437,0,5545,fightAndSports1_subject4,fightAndSports,0.3249197885920204,0.1814219206533842,0.00714287297013259,0.03288126364350319,True
4471,0,6353,jumps1_subject5,jumps,0.0823106574961643,-0.03530086373288914,0.006691092176805398,0.026605689898133278,True
4476,0,4372,fight1_subject2,fight,0.2599404259294067,-0.04093071332998682,0.25723616011388206,0.013534944504499435,True
4503,0,11082,walk3_subject4,walk,0.1780658048433339,-0.06204595729126406,0.002996411309706424,0.008799525909125805,True
4525,0,6413,jumps1_subject5,jumps,0.059645236741044244,0.015175283106979862,0.037732488807531626,0.026923052966594696,True
4560,0,7608,run2_subject4,run,-0.0779027759988635,-0.3568898132824382,0.257917666199206,0.02392258495092392,True
4570,0,8011,sprint1_subject2,sprint,-0.08695967332435632,-0.00964888271961889,0.705972748344134,0.024100374430418015,True
4586,0,3764,fallAndGetUp2_subject3,fallAndGetUp,0.06801772532692552,-0.004324059131212048,0.3363042672068406,0.022293556481599808,True
4642,0,2812,fallAndGetUp1_subject4,fallAndGetUp,0.2135428979890264,-0.05292404933172596,0.009241306696901534,0.040998559445142746,True
4667,0,6075,jumps1_subject2,jumps,-0.044677416070441726,0.1361705135646781,0.010140478595637431,0.028495382517576218,True
4730,0,9354,walk2_subject1,walk,0.10622107146281477,-0.024546893894207725,0.00978906552743927,0.04221633821725845,True
4779,0,5521,fightAndSports1_subject4,fightAndSports,0.18830333907518595,-0.03854114811125794,0.0014515089742966549,0.028875302523374557,True
4780,0,4577,fight1_subject3,fight,0.21443469891906464,0.04049446480362678,0.011470947607183068,0.01938202604651451,True
4799,0,7900,sprint1_subject2,sprint,-0.07155458262566963,-0.1958761934454393,0.051738590029435684,0.020555153489112854,True
4805,0,6687,run1_subject2,run,0.1296762262801645,0.10988312460077634,0.009741324410451464,0.02460748329758644,True
4820,0,6960,run1_subject5,run,0.19922034491199148,-0.07438134473696285,0.0014150831782921084,0.03626299276947975,True
4842,0,8328,sprint1_subject4,sprint,0.205548578034429,-0.4703957608043452,0.45238191665002137,0.002895435318350792,True
4872,0,6560,jumps1_subject5,jumps,-0.34946073077804807,-0.12178386092755762,1.1883878044092726,0.016614943742752075,True
4911,0,6372,jumps1_subject5,jumps,0.04832768418077611,-0.13375033493114577,0.014861400378610714,0.013916264288127422,True
4915,0,4591,fight1_subject3,fight,0.1880503760605207,0.09044422386782054,0.00900444320878099,0.03969986364245415,True
4934,0,4218,fight1_subject2,fight,0.014418813094378214,0.04592225308554381,0.006930726241774537,0.01821105182170868,True
4939,0,5322,fightAndSports1_subject1,fightAndSports,0.05265705888351527,0.20324360812356218,0.059774082463497295,0.03578093275427818,True
4988,0,8126,sprint1_subject4,sprint,0.21902568334689468,0.07596391919534023,0.010783073872514962,0.04036613553762436,True
5005,0,258,dance1_subject1,dance,-0.19160459862760362,-0.598614426827317,0.4284874919750864,0.021101199090480804,True
5010,0,11240,walk3_subject4,walk,-0.052047784685703674,0.13200625835947175,0.566075325721972,0.007202025502920151,True
5014,0,2338,dance2_subject5,dance,0.030931985200056827,0.0016140173638998579,0.11693639347109443,0.0252457857131958,True
5033,0,7919,sprint1_subject2,sprint,-0.1247803402424347,0.06458081089244389,0.27693928763221204,0.02785954251885414,True
5053,0,2093,dance2_subject5,dance,0.21193345921030896,-0.10290909732937939,0.9865789164434124,0.04048745706677437,True
5073,0,5319,fightAndSports1_subject1,fightAndSports,0.10198383514493278,0.20241975181399366,0.05650803834452944,0.039107948541641235,True
5149,0,8106,sprint1_subject4,sprint,0.22090317477531574,-0.07469012139487079,0.0038888859039901717,-0.010296480730175972,True
5208,0,1041,dance2_subject1,dance,0.12355465002443766,-0.06807034886403486,0.010538269832394089,0.040332429111003876,True
5210,0,7848,sprint1_subject2,sprint,0.006931764470598722,-0.023748042399016685,0.012571800777477353,0.02293374575674534,True
5274,0,7180,run2_subject1,run,0.02531314751790004,-0.13494144115532652,0.007556362331791475,0.008835499174892902,True
5302,0,2577,fallAndGetUp1_subject1,fallAndGetUp,-0.29536688850128373,-0.3389616240998084,0.06492936033745972,0.020298048853874207,True
5324,0,7984,sprint1_subject2,sprint,-0.011385867233871139,0.23549399068793264,0.591322446518675,0.029246918857097626,True
5380,0,7222,run2_subject1,run,0.1361974776680771,0.11579202257425865,0.00833292088966875,0.028269831091165543,True
5395,0,9195,walk1_subject5,walk,0.7464090387879424,0.4569784066912857,0.4419141746932217,0.01364975143224001,True
5396,0,117,dance1_subject1,dance,0.10446767968208673,-0.042564471638526606,0.006553052426819742,0.032965853810310364,True
5437,0,2629,fallAndGetUp1_subject1,fallAndGetUp,-0.4606704697406671,0.3122089359426781,0.3382125961806763,0.020955126732587814,True
5461,0,6928,run1_subject5,run,0.14250420223611757,0.03747662067765222,0.002971213311064923,0.017659809440374374,True
5481,0,5512,fightAndSports1_subject4,fightAndSports,0.205315370076121,-0.03811725780968682,0.001744123075248758,0.027856428176164627,True
5483,0,5726,jumps1_subject1,jumps,0.19645024900376373,0.021808995886774044,0.002702662670418087,0.04116663336753845,True
5526,0,2852,fallAndGetUp1_subject4,fallAndGetUp,0.2692920608123797,-0.03809567267270993,0.010939630928246577,0.03917917236685753,True
5538,0,4027,fallAndGetUp3_subject1,fallAndGetUp,-0.00837766030103075,0.06386520563729949,0.14825955243848365,0.014157160185277462,True
5571,0,1668,dance2_subject3,dance,0.17139397785594285,0.07519772280827328,0.012424200598535448,0.03953731060028076,True
5607,0,1066,dance2_subject1,dance,0.08872094866544794,-0.04245192085234436,0.013008318772633894,0.030118711292743683,True
5628,0,3342,fallAndGetUp2_subject2,fallAndGetUp,0.031221010290227634,0.043676854384420156,0.008630883643938944,0.011686116456985474,True
