motion,family,global_frame,motion_frame,pc1,pc2,sample_count
run1_subject2,run,6841,263,-0.2559189839331961,0.2128275078350878,24
run1_subject2,run,6843,265,-0.14271459528207373,-0.0065106396165631325,26
run1_subject2,run,6846,268,-0.1774965111359962,0.09527746536397678,25
run1_subject2,run,6848,270,-0.053452498235730006,0.1762589470730737,16
run1_subject2,run,6851,273,0.08555232815134758,0.2370713139163945,20
run1_subject2,run,6853,275,0.0014843563936079024,0.2688541098555439,19
run1_subject2,run,6856,278,-0.03614330221015172,0.12831158307653484,20
run1_subject2,run,6858,280,-0.1248983309832527,0.11075419935311147,19
run1_subject2,run,6861,283,-0.16313615740825313,0.07088126684104956,17
run1_subject2,run,6863,285,-0.14175997918775274,0.07022176275924413,24
run1_subject2,run,6866,288,-0.08290307210321637,0.10195630751497956,8
run1_subject2,run,6868,290,-0.09519206999527233,0.20460950563878003,19
run1_subject2,run,6871,293,-0.16610250109771263,0.21874114409776568,17
run1_subject2,run,6873,295,-0.14102999088834592,0.16944438288672695,17
run1_subject2,run,6876,298,-0.09929418722248676,0.013883276215255811,26
run1_subject5,run,6877,0,0.014160012487868866,-0.08686281927260299,25
run1_subject5,run,6880,3,0.3061855879386237,-0.07370648576069908,14
run1_subject5,run,6882,5,0.26605719064938604,-0.05020597143028512,17
run1_subject5,run,6885,8,0.2718926836389218,-0.067121390532712,16
run1_subject5,run,6887,10,0.23984712299000926,-0.06548780178588266,21
run1_subject5,run,6890,13,0.23528906692125706,-0.07787510944906888,16
run1_subject5,run,6892,15,0.21918578007518957,-0.06569236132176803,18
run1_subject5,run,6895,18,0.19855445844638292,-0.06358429505401383,18
run1_subject5,run,6897,20,0.20149941655743056,-0.04002089068921008,16
run1_subject5,run,6900,23,0.17048703821751304,-0.055228301415230385,13
run1_subject5,run,6902,25,0.16591742193822984,-0.05487502255384514,18
run1_subject5,run,6905,28,0.18182666574575934,-0.051878213978746396,15
run1_subject5,run,6907,30,0.17093812828295496,-0.04520292250497179,19
run1_subject5,run,6910,33,0.1935846132307309,-0.04616250159903008,17
run1_subject5,run,6912,35,0.16077461032451407,-0.019935916814209267,12
run1_subject5,run,6915,38,0.19164219554797293,-0.027064414211020835,17
run1_subject5,run,6917,40,0.18192001463232105,-0.011730091244244035,17
run1_subject5,run,6920,43,0.169996131232932,-0.04081102878372157,19
run1_subject5,run,6922,45,0.16247822098711928,-0.023860032892435837,17
run1_subject5,run,6925,48,0.14939515226458455,-0.02803771731592491,15
run1_subject5,run,6927,50,0.16475874450891576,-0.004144381030690255,22
run1_subject5,run,6930,53,0.1422395915445554,-0.022524035970471444,29
run1_subject5,run,6932,55,0.13513835392103252,-0.03944738192451018,32
run1_subject5,run,6935,58,0.1332257829622067,-0.03481979050478214,23
run1_subject5,run,6937,60,0.12699508147792007,-0.039294468883556304,28
run1_subject5,run,6940,63,0.1348156960394353,-0.03919090509159036,35
run1_subject5,run,6942,65,0.14029248803695948,-0.04014677398636217,36
run1_subject5,run,6945,68,0.15919081194319692,-0.031199492497392362,29
run1_subject5,run,6947,70,0.16180342836114536,-0.022571883663300152,26
run1_subject5,run,6950,73,0.1437374481678212,-0.04278039122355869,32
run1_subject5,run,6952,75,0.12949894701182266,-0.024424458244153884,28
run1_subject5,run,6955,78,0.1392438585554802,-0.03446416190774066,41
run1_subject5,run,6957,80,0.12738176563267284,-0.026758995591222714,35
run1_subject5,run,6960,83,0.1529504218700482,-0.042525877915187554,33
run1_subject5,run,6962,85,0.1591253409225748,-0.032431662180466454,32
run1_subject5,run,6965,88,0.12838377547195823,-0.030274509915213122,26
run1_subject5,run,6967,90,0.15018646733400162,-0.02203312532329891,22
run1_subject5,run,6970,93,0.11478045843799731,-0.035821889511911606,28
run1_subject5,run,6972,95,0.14784524358203763,-0.030057731452374285,41
run1_subject5,run,6975,98,0.16055447147444443,-0.04085034145992357,22
run1_subject5,run,6977,100,0.16392738948737945,-0.04035046039476529,8
run1_subject5,run,6980,103,0.1269246765794617,-0.022307976174978338,8
run1_subject5,run,6982,105,0.12615089890724698,-0.030062449202364765,12
run1_subject5,run,6985,108,0.15105754231695417,-0.005066738011319714,8
run1_subject5,run,6987,110,0.15833362025065717,-0.06892104862860252,8
run1_subject5,run,6990,113,0.09831908588774874,-0.0445212180689948,8
run1_subject5,run,6992,115,0.11907063633315484,-0.030637937525828895,7
run1_subject5,run,6995,118,0.10923997429695587,-0.05281603324457958,14
run1_subject5,run,6997,120,0.12015204152114808,-0.08569004191163238,5
run1_subject5,run,7000,123,0.06414220348106028,-0.09173542870928059,8
run1_subject5,run,7002,125,-0.017502610450005354,-0.12879076425704342,5
run1_subject5,run,7005,128,-0.17560151480184122,-0.116428290641587,8
run1_subject5,run,7007,130,-0.26606143553190603,-0.08638034988871718,11
run1_subject5,run,7010,133,-0.2988388357610846,-0.15120169571246636,9
run1_subject5,run,7012,135,-0.3470155247869055,-0.20127969795349054,15
run1_subject5,run,7015,138,-0.48105972199956193,-0.11887516984386487,7
run1_subject5,run,7017,140,-0.505165757087187,-0.09058504348304358,7
run1_subject5,run,7020,143,-0.20846401243954552,-0.05890740411802352,5
run1_subject5,run,7022,145,0.1647629125613241,-0.02930953900533312,6
run1_subject5,run,7025,148,0.13952189038399485,-0.10695024353551909,9
run1_subject5,run,7027,150,0.007791401449837606,-0.09613612680235227,38
run1_subject5,run,7030,153,0.03633544226288294,-0.10297560044657379,39
run1_subject5,run,7032,155,0.09117535563152755,-0.0988931461439013,38
run1_subject5,run,7035,158,0.00876931117307568,-0.19854150274001353,34
run1_subject5,run,7037,160,0.006300088337064365,-0.20474548633665304,40
run1_subject5,run,7040,163,0.010553637375810984,-0.1335399321590526,39
run1_subject5,run,7042,165,-0.007731684626984134,-0.06381169557323664,33
run1_subject5,run,7045,168,-0.08625605575635331,-0.02132312463321387,30
run1_subject5,run,7047,170,-0.11227092703449223,-0.19902379538914716,30
run1_subject5,run,7050,173,-0.11984289582894966,-0.4612167019573561,37
run1_subject5,run,7052,175,-0.0490460825364918,-0.3499762428623392,32
run1_subject5,run,7055,178,0.09362813313545655,-0.05313626756984609,29
run1_subject5,run,7057,180,0.16172814874671146,0.09386932040467472,28
run1_subject5,run,7060,183,0.08734400300664572,0.22775513894811492,25
run1_subject5,run,7062,185,-0.062478178507053936,0.23476875735276442,32
run1_subject5,run,7065,188,0.05762945215333111,0.14806015797403949,40
run1_subject5,run,7067,190,0.15836546178040284,0.024021039632545982,29
run1_subject5,run,7070,193,-0.12263865780594695,0.0016262611507371141,28
run1_subject5,run,7072,195,-0.18054392193133395,-0.13086873788839354,44
run1_subject5,run,7075,198,-0.20355742154855863,-0.2319784053889558,32
run1_subject5,run,7077,200,-0.357417649290544,-0.38446981973434463,7
run1_subject5,run,7080,203,-0.6328508489665707,-0.13759553958553072,7
run1_subject5,run,7082,205,-0.43553091609863037,0.07622961501876938,6
run1_subject5,run,7085,208,-0.010334440141455743,0.20992066039266777,10
run1_subject5,run,7087,210,0.06249940624890582,0.12038606391185049,10
run1_subject5,run,7090,213,0.24272640253131272,0.035708992361848366,9
run1_subject5,run,7092,215,0.26197355178284815,-0.00899662849910493,12
run1_subject5,run,7095,218,-0.16027084277536752,-0.11813589461425986,9
run1_subject5,run,7097,220,-0.5051509241682535,-0.10297472311120921,9
run1_subject5,run,7100,223,-0.4856536071617982,-0.22206502865245875,8
run1_subject5,run,7102,225,0.13491343197195915,-0.005568209350506469,7
run1_subject5,run,7105,228,0.9669877409939776,0.38966489314146496,10
run1_subject5,run,7107,230,0.8149237225429669,0.2700345767676937,5
run1_subject5,run,7110,233,0.35781074607200297,0.04486789386701996,12
run1_subject5,run,7112,235,0.30399231700121904,-0.19827793748039013,8
run1_subject5,run,7115,238,0.5041310320507113,-0.52405557034338,14
run1_subject5,run,7117,240,0.4559465628025967,-0.5015678561225179,6
run1_subject5,run,7120,243,0.45781680661981383,-0.42004698257528916,10
run1_subject5,run,7122,245,0.39962025168079673,-0.16650834868545297,12
run1_subject5,run,7125,248,0.566117480106614,0.4482505029815529,5
run1_subject5,run,7127,250,0.5583298617446302,0.5727655695279935,37
run1_subject5,run,7130,253,0.0868623116977305,0.3944422591049616,37
run1_subject5,run,7132,255,-0.5839329005638878,0.26034663085573756,37
run1_subject5,run,7135,258,-0.7958780326435695,0.032285841962673145,31
run1_subject5,run,7137,260,-0.3747747941202807,0.07160034885568436,39
run1_subject5,run,7140,263,0.15518893363408282,0.32783852845385375,27
run1_subject5,run,7142,265,-0.07600986779658994,0.2688394623857754,29
run1_subject5,run,7145,268,0.09696369605326902,-0.548882528748773,34
run1_subject5,run,7147,270,0.011086858537078512,-0.5230027723304846,41
run1_subject5,run,7150,273,0.052520934567622635,-0.1547817954552366,35
run1_subject5,run,7152,275,-0.05262684422091052,-0.1669520711825255,23
run1_subject5,run,7155,278,-0.1260307308484126,-0.37133689507570494,35
run1_subject5,run,7157,280,-0.24934862576430045,-0.5777204048909304,40
run1_subject5,run,7160,283,-0.5288972570909584,-0.510966982920144,26
run1_subject5,run,7162,285,-0.5964076430996899,-0.21727138537619034,35
run1_subject5,run,7165,288,-0.3086137253967875,0.003086713717716044,32
run1_subject5,run,7167,290,-0.331527470561904,0.28912948553139983,23
run1_subject5,run,7170,293,-0.4946664620887912,0.6537754442565412,29
run1_subject5,run,7172,295,-0.16959680217687823,0.6883271140899255,31
run1_subject5,run,7175,298,-0.03834089620474462,0.5737073158145194,34
run2_subject1,run,7176,0,-0.38322426235103996,0.32076998736736045,32
run2_subject1,run,7179,3,-0.002206112883896459,-0.20303003163533234,15
run2_subject1,run,7181,5,0.017123389744017985,-0.17227237000398268,21
run2_subject1,run,7184,8,0.04332999415274257,-0.14613450015654075,21
run2_subject1,run,7186,10,0.016772046121443035,-0.14461411430973659,24
run2_subject1,run,7189,13,0.01714786731889114,-0.12151827188953117,18
run2_subject1,run,7191,15,0.00384394560721113,-0.10302886534115627,37
run2_subject1,run,7194,18,0.012232566650563131,-0.10725295009188911,25
run2_subject1,run,7196,20,-0.006685420874236639,-0.07475929610065485,34
run2_subject1,run,7199,23,0.029246265325800186,-0.07849294326364556,28
run2_subject1,run,7201,25,0.0074730687343462915,-0.06026299884527926,32
run2_subject1,run,7204,28,0.0015516699226176128,-0.03254220348119216,17
run2_subject1,run,7206,30,-0.012844476172102638,-0.03575141551502579,29
run2_subject1,run,7209,33,0.048261477304776354,-0.02635257956444517,28
run2_subject1,run,7211,35,0.048759367974591725,-0.02671817480869911,26
run2_subject1,run,7214,38,0.043205417142754964,0.0017339354139084984,26
run2_subject1,run,7216,40,0.04766794475902509,-0.0025497081950123183,22
run2_subject1,run,7219,43,0.048148530807879106,0.011319200198130097,17
run2_subject1,run,7221,45,0.05394532554778407,0.011524291329883987,23
run2_subject1,run,7224,48,0.034994029877583946,0.03173416339586203,26
run2_subject1,run,7226,50,0.045103161204002054,0.023630079493594504,27
run2_subject1,run,7229,53,0.070808492632558,0.009605188155400502,27
run2_subject1,run,7231,55,0.07119487404338329,-0.004100627433769523,37
run2_subject1,run,7234,58,0.06090121087566866,-0.005209555489527106,30
run2_subject1,run,7236,60,0.06390767799742776,0.001405607356133997,36
run2_subject1,run,7239,63,0.07058183291614767,-0.025525217274568662,38
run2_subject1,run,7241,65,0.06682981749101348,-0.0077660322934416885,32
run2_subject1,run,7244,68,0.05034298208504609,-0.027708164193276902,34
run2_subject1,run,7246,70,0.06875413234352275,-0.0025499938379608556,39
run2_subject1,run,7249,73,0.073471395823092,-0.003806691629822654,25
run2_subject1,run,7251,75,0.08726797384404796,-0.013559537737518435,36
run2_subject1,run,7254,78,0.08146885522983757,-0.00860888839450939,34
run2_subject1,run,7256,80,0.06698639243691538,-0.0063569232656973534,32
run2_subject1,run,7259,83,0.061627382591203206,0.01197340134015974,34
run2_subject1,run,7261,85,0.07137752929030441,-0.008390342425402014,27
run2_subject1,run,7264,88,0.0664480950825509,0.0025405328233509966,26
run2_subject1,run,7266,90,0.08194300043891078,-0.005423566799928757,29
run2_subject1,run,7269,93,0.0876681795227295,-0.00919516106665294,43
run2_subject1,run,7271,95,0.08041255041001495,0.0018632487473030316,37
run2_subject1,run,7274,98,0.10225395389757361,0.013145981402760337,43
run2_subject1,run,7276,100,0.11260959930190144,0.023773913816028707,16
run2_subject1,run,7279,103,0.1262537489879354,0.04220468160590635,12
run2_subject1,run,7281,105,0.14047735369930048,0.015431364876473067,9
run2_subject1,run,7284,108,0.22449428595950538,0.09920656904749135,19
run2_subject1,run,7286,110,0.2972124422946232,0.1304531054281666,17
run2_subject1,run,7289,113,0.28297520888729155,0.08478605873635478,22
run2_subject1,run,7291,115,0.2235624380924383,0.0022535590766563137,10
run2_subject1,run,7294,118,0.07243664571785413,0.002431985889666392,15
run2_subject1,run,7296,120,-0.014543341571255999,0.00535910522168237,14
run2_subject1,run,7299,123,-0.2852364378173233,0.00905029766606417,15
run2_subject1,run,7301,125,-0.31832418625953113,-0.04699608581794375,20
run2_subject1,run,7304,128,-0.27338007890018406,-0.15736804476559366,20
run2_subject1,run,7306,130,-0.2413350621817758,-0.18158700740436706,14
run2_subject1,run,7309,133,-0.16365665106191396,-0.21597733719199258,15
run2_subject1,run,7311,135,-0.1279610599001627,-0.20310522810063242,8
run2_subject1,run,7314,138,0.006785704580033065,-0.09528551499818072,13
run2_subject1,run,7316,140,0.10747898996285264,0.029051330622386948,16
run2_subject1,run,7319,143,0.125018631268613,0.13899559788791693,11
run2_subject1,run,7321,145,0.0705009684807395,0.02248797183026674,21
run2_subject1,run,7324,148,-0.08929760046767583,-0.2234624972428492,12
run2_subject1,run,7326,150,-0.19881496601390514,-0.30750885112143034,28
run2_subject1,run,7329,153,-0.20743627787742858,-0.3516494253370176,32
run2_subject1,run,7331,155,-0.10449336951817928,-0.32119433973315437,22
run2_subject1,run,7334,158,-0.0005611172180951078,-0.2497422263543025,20
run2_subject1,run,7336,160,0.039430670534351675,-0.19599411612795603,24
run2_subject1,run,7339,163,-0.009102151960617352,-0.19359365705558507,19
run2_subject1,run,7341,165,0.05479731758065306,-0.1491383495813817,21
run2_subject1,run,7344,168,0.04639947105592733,-0.08240125808722673,21
run2_subject1,run,7346,170,0.0021907067985260514,-0.07261010121037498,21
run2_subject1,run,7349,173,-0.008245376261218032,-0.09763235554036574,12
run2_subject1,run,7351,175,0.019840616806117133,-0.10066300295610364,22
run2_subject1,run,7354,178,0.026430147400094747,-0.13903388271699085,14
run2_subject1,run,7356,180,0.01304130181593829,-0.13684111872590038,23
run2_subject1,run,7359,183,0.007444894735649471,-0.13866431800758391,14
run2_subject1,run,7361,185,0.05680611562112309,-0.12907666387687552,29
run2_subject1,run,7364,188,0.056276141660716754,-0.10356622531933513,34
run2_subject1,run,7366,190,0.058867923044456774,-0.09805896494215827,24
run2_subject1,run,7369,193,0.040959484153064316,-0.08725147624371199,28
run2_subject1,run,7371,195,0.03923869874308639,-0.10350490920643594,25
run2_subject1,run,7374,198,0.017071333737715255,-0.1099098937463582,19
run2_subject1,run,7376,200,0.014097795877493822,-0.1260413492254523,21
run2_subject1,run,7379,203,0.003942280069935224,-0.14065992080297302,26
run2_subject1,run,7381,205,0.005060173104081878,-0.13954123110788635,25
run2_subject1,run,7384,208,0.02922663511993971,-0.13472908389492466,28
run2_subject1,run,7386,210,0.04071936768745118,-0.13196260526199363,19
run2_subject1,run,7389,213,0.015682020024465154,-0.12305931925428859,19
run2_subject1,run,7391,215,0.036036795392149316,-0.11342412059408116,24
run2_subject1,run,7394,218,0.03423777817863012,-0.1050483850060597,23
run2_subject1,run,7396,220,0.05973246762994707,-0.11109217190666343,26
run2_subject1,run,7399,223,0.0530553534585001,-0.09699780716157688,34
run2_subject1,run,7401,225,0.043974920734288936,-0.10432761072959351,34
run2_subject1,run,7404,228,0.052557702665202655,-0.09799234335364765,20
run2_subject1,run,7406,230,0.05364695248305718,-0.09696148075390537,23
run2_subject1,run,7409,233,0.06529511609367966,-0.08450762191298108,17
run2_subject1,run,7411,235,0.05271268637445678,-0.1077332018658817,24
run2_subject1,run,7414,238,0.022027556993511718,-0.12748724870068776,20
run2_subject1,run,7416,240,0.05815185703001651,-0.15223908424588073,23
run2_subject1,run,7419,243,0.06744580171025398,-0.11756990233734571,19
run2_subject1,run,7421,245,0.022330730993204956,-0.12337013233571947,14
run2_subject1,run,7424,248,-0.27011672727529157,-0.09605037867409005,29
run2_subject1,run,7426,250,-0.3437163270626008,-0.04053239587270825,24
run2_subject1,run,7429,253,-0.30341174683901917,0.05733620414300915,29
run2_subject1,run,7431,255,-0.2733750506513114,0.07450649145410414,13
run2_subject1,run,7434,258,-0.25265988328869327,0.0226604967748662,16
run2_subject1,run,7436,260,-0.16701179901310287,0.011860357982470555,13
run2_subject1,run,7439,263,-0.08185715224876593,0.01826653605984367,20
run2_subject1,run,7441,265,0.007480497632164235,-0.0008436796376250499,20
run2_subject1,run,7444,268,-0.1568744701108222,0.023149141607924854,17
run2_subject1,run,7446,270,-0.22105786679531297,0.028604764473834726,33
run2_subject1,run,7449,273,-0.06648471953239611,0.35182543019179613,16
run2_subject1,run,7451,275,-0.01002873981741768,0.6272512851828893,18
run2_subject1,run,7454,278,-0.31981358401136006,0.5396716556624068,21
run2_subject1,run,7456,280,-0.38487644551420985,0.370118384528533,21
run2_subject1,run,7459,283,-0.6263057096738711,0.12944682580868155,17
run2_subject1,run,7461,285,-0.5696407301308086,-0.09975680696084649,24
run2_subject1,run,7464,288,-0.7107556542752335,-0.576297610229723,19
run2_subject1,run,7466,290,-0.6436544687669216,-0.5633111403248876,11
run2_subject1,run,7469,293,-0.2499679330181771,0.12885936887348146,14
run2_subject1,run,7471,295,-0.14229912539208447,0.6288478343999602,19
run2_subject1,run,7474,298,0.1521098979588033,0.9152340199411544,23
run2_subject4,run,7475,0,-0.24236991590777457,0.28541632776331477,30
run2_subject4,run,7478,3,-0.08097210553514665,-0.19224420573775938,34
run2_subject4,run,7480,5,0.05886461679568022,-0.14094695083838357,33
run2_subject4,run,7483,8,0.1496631750688655,-0.06609296724337918,28
run2_subject4,run,7485,10,0.2018586078194216,-0.0433275788306392,32
run2_subject4,run,7488,13,0.20100971253339983,-0.053911761828096386,33
run2_subject4,run,7490,15,0.22702440022766956,-0.04979236667727507,43
run2_subject4,run,7493,18,0.21208677222896638,-0.03241368728724387,51
run2_subject4,run,7495,20,0.2105264725570761,-0.034098752666466406,36
run2_subject4,run,7498,23,0.21688630666943134,-0.03916751199968379,44
run2_subject4,run,7500,25,0.1991194153479522,-0.023104794017179416,36
run2_subject4,run,7503,28,0.21502449600858997,-0.03684225357831855,38
run2_subject4,run,7505,30,0.19641665626111138,-0.04034046994566822,30
run2_subject4,run,7508,33,0.19690668979429626,-0.03655288252955334,45
run2_subject4,run,7510,35,0.18404201194311454,-0.03307386257738716,24
run2_subject4,run,7513,38,0.15494876685668124,-0.03387027236081066,34
run2_subject4,run,7515,40,0.1518488845956812,-0.03534574907070239,34
run2_subject4,run,7518,43,0.1342240764928778,-0.02234144066330323,35
run2_subject4,run,7520,45,0.14554704152378561,-0.03205099911234651,28
run2_subject4,run,7523,48,0.1310537809692367,-0.032150443481855674,32
run2_subject4,run,7525,50,0.13595251888082666,-0.020651581391137663,26
run2_subject4,run,7528,53,0.168705577281383,-0.012011628574429487,20
run2_subject4,run,7530,55,0.12132004993228278,-0.03450137666089845,13
run2_subject4,run,7533,58,0.16258985538145843,-0.029658150517743603,27
run2_subject4,run,7535,60,0.18603040325245523,-0.021342834638130182,19
run2_subject4,run,7538,63,0.16513775798946245,-0.0373635601207226,30
run2_subject4,run,7540,65,0.1365130152764312,-0.018370771398241205,18
run2_subject4,run,7543,68,0.17186236770711222,-0.01908432773415486,14
run2_subject4,run,7545,70,0.16939160054869246,-0.0021138097023657865,21
run2_subject4,run,7548,73,0.16258250100812177,-0.015858960711593074,23
run2_subject4,run,7550,75,0.16215621169394026,-0.025288810480301564,23
run2_subject4,run,7553,78,0.14752824343937337,-0.0320718898641655,31
run2_subject4,run,7555,80,0.17617859223388016,-0.029313069160853567,14
run2_subject4,run,7558,83,0.16542981860373715,-0.022754101243682323,26
run2_subject4,run,7560,85,0.1415176786868617,-0.01904457487839239,28
run2_subject4,run,7563,88,0.13860961473348643,-0.010109433951498645,24
run2_subject4,run,7565,90,0.1257105922204022,-0.030115346754283775,22
run2_subject4,run,7568,93,0.1443838635605521,-0.00038487556206885307,26
