frame,time_s,root_x,root_y,root_z,joint_abs_mean,joint_vel_abs_mean
114,2.28,0.447498,0.293126,0.768086,0.33954141379310343,0.875965517241379
115,2.3,0.464372,0.298978,0.769347,0.33780610344827583,0.7845818965517243
116,2.32,0.481141,0.305271,0.770393,0.333374551724138,0.7527905172413789
117,2.34,0.497753,0.311641,0.771512,0.32545517241379307,0.8081801724137933
118,2.36,0.514257,0.318178,0.772,0.3162345862068965,0.8754362068965515
119,2.38,0.530701,0.324527,0.772533,0.3050682068965517,0.9462767241379308
120,2.4,0.54726,0.330787,0.77273,0.29273220689655177,1.0596379310344828
121,2.42,0.563894,0.336709,0.772881,0.28486324137931035,1.2571474137931038
122,2.44,0.580873,0.342531,0.772944,0.2774794137931034,1.4668155172413793
123,2.46,0.598031,0.348531,0.773102,0.27447082758620683,1.2062706896551725
124,2.48,0.615408,0.35553,0.771523,0.27948210344827584,0.6980870689655174
125,2.5,0.631711,0.363361,0.771677,0.2808900344827586,0.7055853448275863
126,2.52,0.648326,0.372092,0.77303,0.27951220689655176,0.8527275862068964
127,2.54,0.664837,0.381516,0.775285,0.2772373448275863,0.8925293103448275
128,2.56,0.680306,0.390761,0.777837,0.27316124137931036,0.8555318965517243
129,2.58,0.694879,0.399929,0.781853,0.26802013793103446,0.9137844827586206
130,2.6,0.707083,0.40882,0.785565,0.262404,1.1359206896551726
131,2.62,0.717644,0.416897,0.786829,0.2569051034482759,1.2282189655172413
132,2.64,0.726826,0.424184,0.787457,0.25497282758620693,1.226666379310345
133,2.66,0.734691,0.430716,0.787742,0.26043451724137934,1.0644387931034482
134,2.68,0.741473,0.436498,0.788146,0.2658616206896552,0.9583637931034484
135,2.7,0.74714,0.441665,0.788416,0.2719777586206897,0.8292465517241382
136,2.72,0.751892,0.446366,0.788686,0.276449275862069,0.6517181034482759
137,2.74,0.755923,0.450697,0.788958,0.2794034482758621,0.5188577586206894
138,2.76,0.759302,0.454712,0.78915,0.28142082758620696,0.48685517241379317
139,2.78,0.762084,0.458403,0.789188,0.281186,0.48412844827586204
140,2.8,0.764467,0.461809,0.789111,0.27812734482758616,0.5328025862068965
141,2.82,0.766462,0.465113,0.787916,0.27503962068965515,0.5658965517241379
142,2.84,0.767783,0.46815,0.786755,0.27297141379310347,0.517746551724138
143,2.86,0.768597,0.470821,0.787567,0.26944244827586206,0.45604310344827576
144,2.88,0.769111,0.473687,0.787915,0.26812858620689656,0.48417155172413817
145,2.9,0.769366,0.4767,0.787684,0.2689056551724138,0.5711534482758619
146,2.92,0.769654,0.479598,0.786988,0.2693585172413793,0.6206413793103445
147,2.94,0.770138,0.482283,0.785707,0.2696675172413793,0.6816965517241378
148,2.96,0.770952,0.484654,0.783886,0.2704081724137931,0.7023646551724138
149,2.98,0.772075,0.486408,0.782002,0.2711228620689655,0.7030000000000001
150,3.0,0.773083,0.487476,0.781055,0.27021699999999993,0.6649810344827585
151,3.02,0.774385,0.488085,0.780464,0.26839286206896557,0.5255724137931036
152,3.04,0.775628,0.488349,0.780759,0.2643458965517242,0.4931758620689654
153,3.06,0.776421,0.488281,0.781425,0.25733927586206895,0.551256034482759
154,3.08,0.777042,0.487955,0.783227,0.2535288965517241,0.4452939655172413
155,3.1,0.777363,0.487407,0.784563,0.2505375862068966,0.27476465517241344
156,3.12,0.777385,0.486754,0.785705,0.2491888620689655,0.19958706896551734
157,3.14,0.777197,0.486008,0.786727,0.24808679310344828,0.20233103448275883
158,3.16,0.77689,0.485167,0.787676,0.2473074827586207,0.19943448275862066
159,3.18,0.776536,0.484205,0.788518,0.2464356206896552,0.21540258620689653
160,3.2,0.776172,0.48309,0.789176,0.2459786206896552,0.26305172413793104
161,3.22,0.775824,0.481813,0.789578,0.24628700000000006,0.3068293103448276
162,3.24,0.775477,0.480374,0.789748,0.24704406896551726,0.34580344827586224
163,3.26,0.775168,0.478768,0.789774,0.24785975862068965,0.31129482758620697
164,3.28,0.774943,0.477027,0.789721,0.24848103448275863,0.2768689655172411
165,3.3,0.774852,0.475179,0.789563,0.24896120689655168,0.24220000000000008
166,3.32,0.774961,0.47321,0.789312,0.2493263448275862,0.2120034482758621
167,3.34,0.775225,0.471112,0.789018,0.24937203448275863,0.2298543103448275
168,3.36,0.775626,0.468886,0.788623,0.24962693103448275,0.27172327586206907
169,3.38,0.776388,0.46653,0.787961,0.2503810344827586,0.321713793103448
170,3.4,0.777547,0.464079,0.787354,0.2510676206896552,0.43146982758620694
171,3.42,0.77919,0.461435,0.786371,0.252763,0.5970801724137929
172,3.44,0.781445,0.457926,0.786852,0.2559275172413793,0.7957698275862068
173,3.46,0.78394,0.454267,0.785487,0.25975,0.8390801724137933
174,3.48,0.786848,0.450601,0.783371,0.2621621724137931,0.6884870689655171
175,3.5,0.790511,0.446254,0.783109,0.2643538275862069,0.4589672413793105
176,3.52,0.794462,0.441847,0.783179,0.2656054827586207,0.4809043103448275
177,3.54,0.79879,0.437392,0.783541,0.26473462068965514,0.4800646551724138
178,3.56,0.803455,0.433099,0.783847,0.26375331034482763,0.40659827586206876
179,3.58,0.8085,0.429199,0.783406,0.26074958620689653,0.378540517241379
180,3.6,0.814114,0.426643,0.782973,0.25835665517241374,0.3593784482758621
181,3.62,0.820301,0.424275,0.783328,0.2562986551724138,0.354755172413793
182,3.64,0.826879,0.422517,0.783546,0.2538015517241379,0.42123706896551727
183,3.66,0.833638,0.421311,0.783641,0.25223103448275863,0.49485862068965497
184,3.68,0.840061,0.420454,0.78363,0.25039479310344825,0.6103370689655172
185,3.7,0.846192,0.419426,0.785097,0.24592258620689655,0.7719862068965516
186,3.72,0.851248,0.418599,0.78464,0.24407755172413795,0.8511577586206895
187,3.74,0.855671,0.418233,0.785437,0.24942806896551722,0.7216749999999998
188,3.76,0.859328,0.417814,0.78512,0.25190462068965513,0.6376284482758621
189,3.78,0.862407,0.417362,0.784885,0.25146506896551724,0.5693112068965517
190,3.8,0.865062,0.417012,0.78454,0.252008724137931,0.4921206896551724
191,3.82,0.867571,0.416842,0.783115,0.25242224137931035,0.49835344827586203
192,3.84,0.870339,0.417039,0.778514,0.2546889310344827,0.5966637931034481
193,3.86,0.872242,0.417083,0.776467,0.2599334137931034,0.6327405172413793
194,3.88,0.873923,0.417205,0.773183,0.2684903448275862,0.6970353448275861
195,3.9,0.875482,0.417153,0.767865,0.2795660689655173,0.8704215517241377
196,3.92,0.87658,0.416413,0.75997,0.2927924482758621,1.0692663793103447
197,3.94,0.876722,0.414322,0.749232,0.30730293103448275,1.1871508620689655
198,3.96,0.875795,0.410545,0.735739,0.3230288965517241,1.2284000000000002
199,3.98,0.873465,0.404506,0.719628,0.3391463103448276,1.254793103448276
200,4.0,0.869526,0.396232,0.701448,0.35593944827586205,1.2503275862068963
201,4.02,0.864076,0.3857,0.682392,0.37216313793103456,1.2405577586206897
202,4.04,0.857191,0.373482,0.664027,0.38900686206896556,1.170935344827586
203,4.06,0.84876,0.359879,0.648326,0.3992051034482758,1.1335431034482757
204,4.08,0.838557,0.344519,0.639243,0.40284913793103444,1.2564896551724134
205,4.1,0.82656,0.32702,0.639277,0.38863248275862067,1.546414655172414
206,4.12,0.813237,0.308033,0.643676,0.36124186206896547,2.082716379310345
207,4.14,0.797713,0.286263,0.65548,0.33166279310344826,2.5207887931034487
208,4.16,0.779556,0.259556,0.677936,0.31864527586206903,2.9812689655172413
209,4.18,0.758224,0.228219,0.711103,0.2973955517241379,3.3203172413793105
210,4.2,0.735766,0.194368,0.746899,0.267777275862069,3.0504310344827585
211,4.22,0.713741,0.163144,0.778846,0.2564466551724138,2.0637301724137926
212,4.24,0.692377,0.133214,0.802265,0.2771191034482759,1.1519603448275864
213,4.26,0.672255,0.104682,0.82013,0.28735796551724135,1.2346991379310341
214,4.28,0.65261,0.077151,0.83363,0.29132817241379305,1.195319827586207
215,4.3,0.633431,0.050453,0.843255,0.30222993103448276,1.2728112068965518
216,4.32,0.614464,0.023985,0.848832,0.307142,1.2796681034482755
217,4.34,0.595521,-0.00253,0.849902,0.30331589655172414,1.4417543103448276
218,4.36,0.576336,-0.029493,0.845909,0.2958349310344827,1.5257431034482762
219,4.38,0.556465,-0.057456,0.836294,0.29108058620689653,1.3808500000000001
220,4.4,0.535561,-0.086773,0.82043,0.2885911379310344,1.174270689655172
221,4.42,0.513458,-0.117607,0.797355,0.28832527586206896,1.7723939655172416
222,4.44,0.490588,-0.149463,0.764682,0.2881593103448276,2.5689870689655168
223,4.46,0.469013,-0.179435,0.724377,0.3170479310344827,2.571822413793104
224,4.48,0.447347,-0.209566,0.689556,0.3355924827586207,2.013062068965517
225,4.5,0.42615,-0.239046,0.667791,0.336408827586207,1.7708810344827584
226,4.52,0.403179,-0.270402,0.670837,0.3293807586206897,1.958845689655172
227,4.54,0.378792,-0.304197,0.686117,0.3120098275862069,2.5846224137931038
228,4.56,0.351419,-0.342845,0.715567,0.28604551724137933,2.949431034482758
229,4.58,0.323059,-0.384039,0.752592,0.24982148275862068,3.0283439655172413
230,4.6,0.295478,-0.423897,0.784169,0.22459541379310344,2.3958155172413793
231,4.62,0.269645,-0.460552,0.806183,0.25069141379310345,1.787144827586207
232,4.64,0.245381,-0.494236,0.822357,0.2633853448275862,1.4152724137931036
233,4.66,0.222291,-0.526178,0.834457,0.2717517586206897,1.4353827586206895
234,4.68,0.199954,-0.557002,0.842997,0.27824762068965514,1.7580732758620692
235,4.7,0.177957,-0.587362,0.84789,0.28373951724137925,1.9693974137931036
236,4.72,0.156167,-0.617539,0.848786,0.28534165517241383,1.7486620689655175
237,4.74,0.134058,-0.648178,0.845279,0.2864133103448276,1.5480137931034483
238,4.76,0.111025,-0.679843,0.836933,0.2887574482758621,1.6241775862068968
239,4.78,0.086663,-0.712898,0.823263,0.29734917241379316,1.4828758620689657
240,4.8,0.060912,-0.747695,0.803565,0.31237813793103447,1.3454517241379307
241,4.82,0.034112,-0.783726,0.776644,0.3249123448275862,2.2268043103448276
242,4.84,0.006984,-0.820293,0.738662,0.34005941379310356,2.6749508620689655
243,4.86,-0.018083,-0.853378,0.702098,0.3688974827586207,2.598525862068966
244,4.88,-0.042182,-0.886126,0.672323,0.37956003448275866,2.242079310344828
245,4.9,-0.066008,-0.918726,0.658543,0.37865093103448283,1.8656603448275866
246,4.92,-0.090735,-0.952819,0.665636,0.37367824137931044,1.9297939655172416
247,4.94,-0.118258,-0.990895,0.691452,0.35669572413793094,2.6003922413793106
248,4.96,-0.148596,-1.033319,0.726648,0.3264813103448275,3.0800137931034475
249,4.98,-0.180187,-1.077737,0.761748,0.2853963448275862,2.9652887931034484
250,5.0,-0.21055,-1.119737,0.790284,0.2769642413793103,2.237623275862069
251,5.02,-0.239733,-1.158915,0.809855,0.2940693448275862,1.7310784482758619
252,5.04,-0.267354,-1.19529,0.824044,0.30068489655172415,1.5793387931034484
253,5.06,-0.293756,-1.229724,0.834296,0.30554220689655165,1.40754224137931
254,5.08,-0.319098,-1.262782,0.841011,0.3045435517241379,1.7617689655172417
255,5.1,-0.343449,-1.294923,0.844,0.2938815862068966,2.0334827586206896
256,5.12,-0.367233,-1.326716,0.842842,0.28491734482758624,2.0859965517241377
257,5.14,-0.3907,-1.358616,0.837029,0.2750517241379311,2.1573068965517237
258,5.16,-0.41431,-1.3909,0.82615,0.2736147931034483,1.9159948275862073
259,5.18,-0.438747,-1.424069,0.809993,0.2727185517241379,1.5198482758620688
260,5.2,-0.464915,-1.458586,0.788366,0.27380444827586203,1.110616379310345
261,5.22,-0.493112,-1.494559,0.760922,0.27849389655172413,1.8662250000000002
262,5.24,-0.523053,-1.531523,0.726427,0.280796,2.222887068965517
263,5.26,-0.549699,-1.564557,0.692791,0.31604124137931033,2.6511310344827583
264,5.28,-0.577311,-1.599496,0.664998,0.335446,2.1380879310344825
265,5.3,-0.603917,-1.632962,0.647212,0.34941400000000006,1.7752267241379307
266,5.32,-0.629696,-1.665072,0.645442,0.35463789655172406,1.6489965517241385
267,5.34,-0.656746,-1.698318,0.662877,0.3475102068965517,1.9063646551724143
268,5.36,-0.685985,-1.734115,0.696839,0.32451317241379307,2.368649137931034
269,5.38,-0.716803,-1.771898,0.734989,0.2913497586206896,2.818436206896551
270,5.4,-0.746864,-1.809039,0.771634,0.25811310344827587,2.7744060344827592
271,5.42,-0.775757,-1.844841,0.797307,0.2693906896551724,2.0945293103448277
272,5.44,-0.802742,-1.877978,0.815396,0.2939179999999999,1.493224137931034
273,5.46,-0.827803,-1.908831,0.828193,0.30496917241379307,1.5900232758620692
274,5.48,-0.851319,-1.937411,0.836839,0.3064591379310345,1.651483620689655
275,5.5,-0.873497,-1.964293,0.841645,0.30093279310344834,2.0370344827586204
276,5.52,-0.894852,-1.990402,0.842441,0.29022665517241386,2.279548275862069
277,5.54,-0.915823,-2.016319,0.83887,0.2733938275862069,2.2692258620689656
278,5.56,-0.936813,-2.042512,0.830663,0.26877196551724136,2.0608974137931035
279,5.58,-0.958264,-2.069421,0.817592,0.27156268965517244,1.8750991379310347
280,5.6,-0.981227,-2.097828,0.799374,0.27527103448275864,1.49704224137931
281,5.62,-1.006508,-2.12819,0.775663,0.2834094827586207,1.3449784482758622
282,5.64,-1.033648,-2.159866,0.74601,0.29225575862068964,2.1587267241379307
283,5.66,-1.06216,-2.191985,0.707954,0.3140155862068965,2.486894827586207
284,5.68,-1.087234,-2.221163,0.675946,0.34533706896551725,2.237937931034483
285,5.7,-1.113181,-2.250589,0.650195,0.3638404827586207,1.860619827586207
286,5.72,-1.137122,-2.278072,0.63425,0.3694557931034483,1.8743612068965518
287,5.74,-1.160287,-2.304586,0.631616,0.35842810344827586,2.3016629310344827
288,5.76,-1.18429,-2.331845,0.642258,0.35502044827586215,2.695883620689655
289,5.78,-1.21127,-2.361783,0.669847,0.3480238620689655,3.3661931034482757
290,5.8,-1.241545,-2.395219,0.710358,0.3363189310344828,3.6280431034482756
291,5.82,-1.272553,-2.430345,0.750123,0.3190833103448276,3.2629491379310345
292,5.84,-1.302009,-2.464434,0.782951,0.30145827586206897,2.798634482758621
293,5.86,-1.329837,-2.496973,0.805179,0.31252772413793106,1.8182336206896552
294,5.88,-1.355684,-2.527379,0.820557,0.31306065517241377,1.9141534482758624
295,5.9,-1.379894,-2.555811,0.831185,0.31321234482758625,1.9406801724137925
296,5.92,-1.402727,-2.582793,0.838022,0.3213804827586207,1.6831181034482756
297,5.94,-1.42439,-2.608456,0.841345,0.3203159655172414,1.8153732758620689
298,5.96,-1.445644,-2.633567,0.84108,0.31788844827586205,2.011816379310345
299,5.98,-1.466964,-2.658705,0.836984,0.3111306896551724,2.032518965517242
