motion,status,latest_blocker,returncode,duration_seconds,joint_frames,joint_dim,body_count,max_joint_abs,max_joint_vel_abs,root_height_min,root_height_max,npz_size_bytes,output_npz,metrics_json,log,wrapper_stdout_log
fallAndGetUp1_subject5,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.139,299,29,40,1.69278883934021,5.683284759521484,0.7329167127609253,0.7902404069900513,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp1_subject5/fallAndGetUp1_subject5_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp1_subject5/fallAndGetUp1_subject5_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp1_subject5_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp1_subject5_wrapper_stdout.log
fallAndGetUp2_subject2,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.42,299,29,40,2.0858891010284424,6.071770191192627,0.4691369831562042,0.7853869795799255,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp2_subject2/fallAndGetUp2_subject2_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp2_subject2/fallAndGetUp2_subject2_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp2_subject2_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp2_subject2_wrapper_stdout.log
fallAndGetUp2_subject3,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.168,299,29,40,2.1919257640838623,7.5600810050964355,0.19064557552337646,0.7916873693466187,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp2_subject3/fallAndGetUp2_subject3_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp2_subject3/fallAndGetUp2_subject3_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp2_subject3_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp2_subject3_wrapper_stdout.log
fallAndGetUp3_subject1,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.755,299,29,40,1.6744682788848877,6.66409969329834,0.7569941282272339,0.8025705814361572,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp3_subject1/fallAndGetUp3_subject1_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fallAndGetUp3_subject1/fallAndGetUp3_subject1_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp3_subject1_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fallAndGetUp3_subject1_wrapper_stdout.log
fight1_subject2,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.273,299,29,40,1.6922240257263184,8.980878829956055,0.6872756481170654,0.8110941648483276,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fight1_subject2/fight1_subject2_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fight1_subject2/fight1_subject2_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fight1_subject2_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fight1_subject2_wrapper_stdout.log
fight1_subject3,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.303,299,29,40,1.7385362386703491,7.194680213928223,0.6409599781036377,0.7857509851455688,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fight1_subject3/fight1_subject3_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fight1_subject3/fight1_subject3_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fight1_subject3_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fight1_subject3_wrapper_stdout.log
fight1_subject5,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.172,299,29,40,1.7298409938812256,8.089006423950195,0.6569443941116333,0.7909650206565857,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fight1_subject5/fight1_subject5_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fight1_subject5/fight1_subject5_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fight1_subject5_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fight1_subject5_wrapper_stdout.log
fightAndSports1_subject1,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.134,299,29,40,2.1090500354766846,3.5293803215026855,0.7791070342063904,0.8081889748573303,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fightAndSports1_subject1/fightAndSports1_subject1_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fightAndSports1_subject1/fightAndSports1_subject1_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fightAndSports1_subject1_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fightAndSports1_subject1_wrapper_stdout.log
fightAndSports1_subject4,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.216,299,29,40,1.7927157878875732,9.210216522216797,0.6628145575523376,0.7904369831085205,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fightAndSports1_subject4/fightAndSports1_subject4_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/fightAndSports1_subject4/fightAndSports1_subject4_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fightAndSports1_subject4_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/fightAndSports1_subject4_wrapper_stdout.log
jumps1_subject1,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.747,299,29,40,1.6407049894332886,5.975133419036865,0.7675691843032837,0.7955048084259033,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/jumps1_subject1/jumps1_subject1_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/jumps1_subject1/jumps1_subject1_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/jumps1_subject1_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/jumps1_subject1_wrapper_stdout.log
jumps1_subject2,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.086,299,29,40,1.8326449394226074,8.02716064453125,0.7696290016174316,0.7877896428108215,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/jumps1_subject2/jumps1_subject2_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/jumps1_subject2/jumps1_subject2_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/jumps1_subject2_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/jumps1_subject2_wrapper_stdout.log
jumps1_subject5,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.176,299,29,40,2.3472251892089844,8.758790969848633,0.6879450082778931,0.8225724101066589,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/jumps1_subject5/jumps1_subject5_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/jumps1_subject5/jumps1_subject5_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/jumps1_subject5_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/jumps1_subject5_wrapper_stdout.log
run1_subject2,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.085,299,29,40,1.6703499555587769,3.6234676837921143,0.7501481771469116,0.7820199728012085,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run1_subject2/run1_subject2_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run1_subject2/run1_subject2_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run1_subject2_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run1_subject2_wrapper_stdout.log
run1_subject5,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.112,299,29,40,1.606384038925171,7.741726398468018,0.726428747177124,0.7899079918861389,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run1_subject5/run1_subject5_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run1_subject5/run1_subject5_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run1_subject5_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run1_subject5_wrapper_stdout.log
run2_subject1,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.538,299,29,40,1.8715440034866333,10.652595520019531,0.679182767868042,0.7968530058860779,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run2_subject1/run2_subject1_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run2_subject1/run2_subject1_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run2_subject1_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run2_subject1_wrapper_stdout.log
run2_subject4,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.151,299,29,40,2.2351324558258057,11.37079906463623,0.6969559788703918,0.8013152480125427,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run2_subject4/run2_subject4_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/run2_subject4/run2_subject4_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run2_subject4_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/run2_subject4_wrapper_stdout.log
sprint1_subject2,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.362,299,29,40,1.6508710384368896,6.20499849319458,0.757040798664093,0.7875210046768188,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/sprint1_subject2/sprint1_subject2_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/sprint1_subject2/sprint1_subject2_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/sprint1_subject2_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/sprint1_subject2_wrapper_stdout.log
sprint1_subject4,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.122,299,29,40,1.787833571434021,7.51507043838501,0.7442399859428406,0.788110077381134,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/sprint1_subject4/sprint1_subject4_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/sprint1_subject4/sprint1_subject4_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/sprint1_subject4_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/sprint1_subject4_wrapper_stdout.log
walk1_subject1,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.596,299,29,40,1.6677650213241577,6.001500606536865,0.7617475986480713,0.7965530157089233,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/walk1_subject1/walk1_subject1_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/walk1_subject1/walk1_subject1_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/walk1_subject1_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/walk1_subject1_wrapper_stdout.log
walk1_subject2,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.161,299,29,40,1.635943055152893,5.0526885986328125,0.7614395022392273,0.7867410182952881,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/walk1_subject2/walk1_subject2_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/walk1_subject2/walk1_subject2_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/walk1_subject2_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/walk1_subject2_wrapper_stdout.log
walk1_subject5,ok,none_official_csv_to_npz_loop_completed_with_official_importer_export_usd,0,62.209,299,29,40,1.6051510572433472,7.912026882171631,0.7335401773452759,0.7917799949645996,693082,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/walk1_subject5/walk1_subject5_official_loop_official_importer_export_motion.npz,/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_to_npz_loop_full_dataset_with_official_importer_export/motions/walk1_subject5/walk1_subject5_official_loop_official_importer_export_metrics.json,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/walk1_subject5_official_csv_loop_official_importer_export.log,/mnt/infini-data/test/BeyondMimic/logs/tracking_official_csv_to_npz_loop_full_dataset_with_official_importer_export/walk1_subject5_wrapper_stdout.log
