frame,video_time_s,root_x,root_y,root_z,joint_abs_mean,joint_vel_abs_mean,contact_count_after_forward
19,0.6333333333333333,-0.0009604454203093951,0.0008397625947478985,0.7965474067658252,0.3347379651417225,0.16140375059779208,0
20,0.6666666666666666,-0.000998861455350268,0.0008665714917221171,0.7965463580426766,0.3353140687625774,0.15914576760760793,0
21,0.7,-0.0010324445141392255,0.0008907300571263881,0.7965443800711685,0.33582465945957574,0.15869077899920353,0
22,0.7333333333333333,-0.0010622993294659893,0.0009128440985350324,0.7965416852509258,0.3366223035154932,0.15997392770379867,0
23,0.7666666666666667,-0.001086360804880772,0.0009306115934465554,0.7965382684047079,0.33740685656984326,0.1622802964221778,0
24,0.8,-0.0011022895021532103,0.0009421599337381035,0.7965338773079598,0.33808746205072204,0.165208707677947,0
25,0.8333333333333334,-0.001114545189199932,0.0009502721676874681,0.7965293802768988,0.33871405394081955,0.1671339723882155,0
26,0.8666666666666667,-0.0011231830545321505,0.0009549999958835542,0.7965247636382988,0.3392874370676692,0.16965475372332678,0
27,0.9,-0.0011267670075552237,0.0009549999958835542,0.7965199769472492,0.33978648895588615,0.1745257873855438,0
28,0.9333333333333333,-0.001125216022816244,0.0009468307365758764,0.7965144946474275,0.34019600417054846,0.17822614302258616,0
29,0.9666666666666667,-0.0011218717152704973,0.0009358084725863187,0.7965087694155347,0.3405742518114287,0.18066320709183795,0
30,1.0,-0.0011166948770672779,0.0009218708431568072,0.7965027959415801,0.3409205497025147,0.18117925838375845,0
31,1.0333333333333334,-0.0011087598886863558,0.0009003483341853311,0.7964971649620209,0.3411740238574305,0.1661074415260405,0
32,1.0666666666666667,-0.001099396409375597,0.0008767919757772644,0.7964919279837661,0.34138847985624604,0.13678555180091995,0
33,1.1,-0.0010882463290113418,0.0008517042273512414,0.7964872995304371,0.3415589757249463,0.08635585685702268,0
34,1.1333333333333333,-0.0010723443193680592,0.0008225434296142169,0.7964842221253698,0.3416125574680977,0.08084949551605244,0
35,1.1666666666666667,-0.0010581884121175912,0.000788731403925761,0.7964795948667888,0.3417258487347219,0.10108900227544688,0
36,1.2,-0.0010488966591645837,0.000747449438731686,0.7964715247430355,0.34258353209921383,0.15515229021893615,0
37,1.2333333333333334,-0.0010427229376333478,0.0007013790507775988,0.7964611978732663,0.34377106552813236,0.18317241976508958,0
38,1.2666666666666666,-0.0010350311710654793,0.0006546538756415665,0.796451357664138,0.3450414961970212,0.20051008572753454,0
39,1.3,-0.0010230846094788945,0.0006084605531076297,0.7964433666592451,0.346328717252641,0.20665166317994885,0
40,1.3333333333333333,-0.0010123434022819844,0.0005617193741058071,0.7964360614396416,0.3475980294277413,0.20979081640985167,0
41,1.3666666666666667,-0.0010027879502163797,0.0005144392099243925,0.7964294056318916,0.3488497262185892,0.21231145404934973,0
42,1.4,-0.0009952218228751974,0.00046625478091527357,0.7964238277522386,0.35007187098050985,0.21450326525083438,0
43,1.4333333333333333,-0.0009895959907400117,0.00041828595943446136,0.7964199846465232,0.3512172813690148,0.2154131142901629,0
44,1.4666666666666666,-0.000984783966005064,0.00037040756543463553,0.7964168691422733,0.3523305075497528,0.2153585868299742,0
45,1.5,-0.0009808017916869546,0.00032262137703668067,0.7964144955764635,0.35341091514692724,0.21594790174582112,0
46,1.5333333333333334,-0.0009790458840905026,0.0002789697104251896,0.7964140176773071,0.3543560796955304,0.21553787810456304,0
47,1.5666666666666667,-0.0009783937633120535,0.00023686414461879514,0.7964139368326999,0.3552538718321643,0.21410104085829101,0
48,1.6,-0.000979057465470448,0.0001959804007197568,0.7964136599166887,0.35611946215341267,0.21067060484338399,0
49,1.6333333333333333,-0.0009826396450396202,0.0001578066807682575,0.7964129791758905,0.35691364088627364,0.20795511798363098,0
50,1.6666666666666667,-0.0009890164816202408,0.00012096570116529484,0.7964117362398347,0.3576766093891386,0.20630050066032565,0
51,1.7,-0.001000564821911789,8.565701676451222e-05,0.7964093231145948,0.35840932543525894,0.2055335946839708,0
52,1.7333333333333334,-0.0010148793004426217,5.116792979359424e-05,0.796406329872879,0.3591258647136685,0.20297332033678053,0
53,1.7666666666666666,-0.0010333897624753897,1.7026726356991382e-05,0.7964023156527156,0.3598312526162681,0.19958947829257878,0
54,1.8,-0.0010612650213344126,-1.6821827178791012e-05,0.7963959465844594,0.3605189855725389,0.1952736856906956,0
55,1.8333333333333333,-0.0010920596788149897,-5.1073053182011357e-05,0.7963892775017328,0.3611986248625721,0.19069703258648393,0
56,1.8666666666666667,-0.001125722044699292,-8.57198244025037e-05,0.7963823037582941,0.36187030869997366,0.18561804954701563,0
57,1.9,-0.001165145643849863,-0.00012116124923496519,0.7963747083477029,0.36252600510394606,0.17918983628266275,0
58,1.9333333333333333,-0.0012075358580171491,-0.00015818485435314082,0.7963683212254785,0.3631661970988883,0.17416556456123633,0
59,1.9666666666666666,-0.0012514160520538172,-0.0001960031153843685,0.7963625456814245,0.3637986019643969,0.16919162871699306,0
60,2.0,-0.0012968129319976805,-0.00023463029126099432,0.7963574029555034,0.3644230800099535,0.16293893454236064,0
61,2.033333333333333,-0.0013439576811766986,-0.0002738400855058087,0.7963551252350244,0.3650357420598089,0.1566694223379695,0
62,2.066666666666667,-0.001391594637318085,-0.00031314431169829457,0.7963542368735927,0.3656433991717057,0.15095480156478916,0
63,2.1,-0.0014387171428737737,-0.0003520369684382786,0.7963545137896039,0.36624875044592214,0.14654427738519074,0
64,2.1333333333333333,-0.0014848864117724394,-0.00039016703585264406,0.7963568929309038,0.36684982866682814,0.14177161502689706,0
65,2.1666666666666665,-0.0015300641445399473,-0.00042771714747798326,0.7963604234109212,0.3674457922256569,0.13751542832991073,0
66,2.2,-0.0015729389949141687,-0.00046422049576387564,0.7963651705425406,0.3680289337785882,0.13422309223952433,0
67,2.2333333333333334,-0.0016147848842240336,-0.0005002561344750603,0.7963705031006267,0.36860634888857124,0.1301165112962226,0
68,2.2666666666666666,-0.0016545438979553237,-0.000535859253189064,0.7963762376250031,0.369174273421124,0.12567262911965826,0
69,2.3,-0.0016875959563853098,-0.0005705042354314522,0.7963826066932593,0.3697134736975717,0.12124457009475419,0
70,2.3333333333333335,-0.001718262303957637,-0.0006055162583305637,0.7963888937221604,0.3702442162881837,0.11767248104547937,0
71,2.3666666666666667,-0.0017465892508947488,-0.0006408881948833543,0.7963950930034663,0.37076666496354205,0.1143278009690577,0
72,2.4,-0.0017692877101828084,-0.0006771260623058888,0.7964010664774208,0.3712691580532675,0.11045525629133751,0
73,2.433333333333333,-0.0017876672580006444,-0.0007148035581561765,0.7964061550414376,0.37175860652332005,0.10753670927927053,0
74,2.466666666666667,-0.0018034490248767083,-0.0007533469790424778,0.796410701189912,0.37224020729442664,0.10483294664479083,0
75,2.5,-0.0018165901730838906,-0.000792770616825305,0.7964146571329282,0.37271382523991414,0.10140919530756068,0
76,2.533333333333333,-0.0018247042141931508,-0.000835369283127036,0.7964151960969768,0.3731754634791991,0.09810991326907605,0
77,2.566666666666667,-0.0018299652665660598,-0.0008798436616145003,0.7964137597445125,0.37363050866904396,0.09528794412432996,0
78,2.6,-0.0018335491809568767,-0.0009257715032850796,0.7964109905844011,0.3740826556485533,0.09320416708335438,0
79,2.6333333333333333,-0.0018345406982904603,-0.0009739461075151566,0.7964061353944724,0.3745303102875887,0.09073182027756932,0
80,2.6666666666666665,-0.001833567873523975,-0.0010237848534734137,0.7964000077980399,0.37497444724551515,0.08815055627814432,0
81,2.7,-0.001829187516543085,-0.0010763496780956789,0.7963929662194709,0.3754120051078902,0.08590405071153522,0
82,2.7333333333333334,-0.0018235376128825237,-0.0011299301006515953,0.7963855967489808,0.3758471141905554,0.08337783210766873,0
83,2.7666666666666666,-0.0018164885816587455,-0.001185286463054731,0.7963784550770885,0.3762779088162882,0.08081704515855934,0
84,2.8,-0.0018049403186317094,-0.0012486031081139588,0.7963740639803404,0.3766892949184583,0.07857089637897503,0
85,2.8333333333333335,-0.0017928120475065353,-0.0013129968697335858,0.7963705123931103,0.37709507206894755,0.07702772473123488,0
86,2.8666666666666667,-0.0017801162597250386,-0.0013784445568925398,0.7963677776151882,0.3774953618015965,0.07619659956245664,0
87,2.9,-0.0017657803703682343,-0.0014469380787872441,0.7963673820208866,0.3778797965073353,0.07528412698965273,0
88,2.933333333333333,-0.0017501474136459685,-0.0015167287152358028,0.796368097807623,0.37825388811607646,0.07449459157158575,0
89,2.966666666666667,-0.0017335772860996457,-0.0015874565525845377,0.7963696248281772,0.37862050565065936,0.07370311004438622,0
90,3.0,-0.0017160557036470614,-0.0016591358448395338,0.7963720379534172,0.3789795285805908,0.07228556677651025,0
91,3.033333333333333,-0.0016971069388350842,-0.001732004455727357,0.7963746637437816,0.3793157609489318,0.07084910134473674,0
92,3.066666666666667,-0.0016770035995301148,-0.0018057109349104425,0.7963773863087252,0.3796348177730836,0.06937870634743332,0
93,3.1,-0.0016549688424004497,-0.0018797795549356571,0.7963796411962445,0.379935696312242,0.06833769118951338,0
94,3.1333333333333333,-0.0016304538882117644,-0.001954313166795261,0.7963812955238241,0.3802132355509156,0.06755424322824068,0
95,3.1666666666666665,-0.001603905071493006,-0.0020290142310760446,0.7963823539377055,0.38047061649978464,0.0668785426689578,0
96,3.2,-0.0015741714465904793,-0.002101755369519959,0.7963814045113816,0.3806858425209651,0.06664889342779641,0
97,3.2333333333333334,-0.0015434534043926157,-0.0021738908008593475,0.7963798683310935,0.3808880440778352,0.06635715788655584,0
98,3.2666666666666666,-0.001511740259321112,-0.0022452401010504192,0.7963776356127852,0.3810772003180963,0.06597611802318923,0
99,3.3,-0.0014762988731209063,-0.002311742593734453,0.7963716621388306,0.38121879937652364,0.06657287015467847,0
100,3.3333333333333335,-0.0014411532360270106,-0.0023773576884596856,0.7963651597898097,0.38135716213842785,0.06685138827524681,0
101,3.3666666666666667,-0.0014062962234995115,-0.002442106791644384,0.7963581452921928,0.3814923662027702,0.06661020297573995,0
102,3.4,-0.0013724476452149402,-0.002503830628787978,0.7963494026581269,0.38161652841926463,0.06573346041720289,0
103,3.433333333333333,-0.0013413411813512249,-0.002563822688197795,0.7963397783001176,0.38175165485260254,0.06469227057461018,0
104,3.466666666666667,-0.001312629834521678,-0.002622302106030924,0.7963293845244664,0.38189635793442794,0.06343492223585717,0
105,3.5,-0.0012863474222105454,-0.0026792472876340794,0.7963182287651606,0.3820507699853584,0.0610711354490236,0
106,3.533333333333333,-0.0012642877387196109,-0.0027334476821902387,0.7963062340273358,0.38224183310218957,0.05933314487601277,0
107,3.566666666666667,-0.001246010247599292,-0.0027851442751196734,0.796293505183307,0.3824659618676721,0.05844678115661852,0
108,3.6,-0.0012294178095362033,-0.0028338597044877643,0.7962811626410963,0.3827146186339773,0.05703689244393194,0
109,3.6333333333333333,-0.0012146089039846656,-0.0028794196532584957,0.7962692289681637,0.3829892483365288,0.05512165143701367,0
110,3.6666666666666665,-0.0012014997882700065,-0.002921959534489688,0.7962577042972591,0.38328844431303366,0.05273604829191349,0
111,3.7,-0.0011915443331586045,-0.002957666401553252,0.7962488034254724,0.3836151630037684,0.05056432722767656,0
112,3.7333333333333334,-0.0011823906464437915,-0.0029916360616250447,0.7962405795774906,0.38394888401576227,0.048244097942045684,0
113,3.7666666666666666,-0.0011740280378802798,-0.003023891677464958,0.7962330237263295,0.3842895139847315,0.04626409652119416,0
114,3.8,-0.0011704280491003597,-0.0030446377828383282,0.7962306327703005,0.38463472288678974,0.04510170641793592,0
115,3.8333333333333335,-0.0011678846195943755,-0.0030639794236930595,0.7962290150816562,0.38497891144639756,0.04464817483290811,0
116,3.8666666666666667,-0.001166424474845908,-0.0030818992274406804,0.7962281843336229,0.38532202168080343,0.0448180853563223,0
117,3.9,-0.001169140753880732,-0.0030943376269089865,0.7962305430314589,0.385660964712385,0.04468958364397222,0
118,3.933333333333333,-0.0011733198318815063,-0.003104531840252211,0.796233955231435,0.38599224094947765,0.04452953547686762,0
119,3.966666666666667,-0.0011790276318114409,-0.003112363371192239,0.7962384650064736,0.38631517263471965,0.0442579331327218,0
120,4.0,-0.0011861514406930032,-0.0031180066166223673,0.7962440106279335,0.3866303732577062,0.04276376763408353,0
121,4.033333333333333,-0.0011946102251653417,-0.003121737602715461,0.7962497717022631,0.3869300100509792,0.0421736577401139,0
122,4.066666666666666,-0.0012045656802767437,-0.0031233304878956077,0.7962557451762176,0.38721188096600356,0.042152700822140364,0
123,4.1,-0.0012145211353881452,-0.0031237808254003974,0.7962611889786072,0.3874859253639665,0.04133262722884952,0
124,4.133333333333334,-0.0012244765904995472,-0.0031231046509866776,0.7962661461203561,0.3877522526498435,0.04045339063409035,0
125,4.166666666666667,-0.0012344320456109492,-0.0031211135445114945,0.7962705372171041,0.38800957203615183,0.0392624906339847,0
126,4.2,-0.0012458895166136972,-0.00311611840625362,0.7962724290340143,0.38825849775577115,0.037841524539857105,0
127,4.233333333333333,-0.0012577852983035992,-0.003110246714033427,0.7962735828949773,0.38850497567728504,0.03609960661223592,0
128,4.266666666666667,-0.0012701300811852206,-0.0031034771065468294,0.7962739784892789,0.3887489465267787,0.034645572043660644,0
129,4.3,-0.0012854360620115776,-0.0030933759269358503,0.7962699247096854,0.3889754302210338,0.03507098795429974,0
130,4.333333333333333,-0.001301359430366177,-0.0030830222386026753,0.7962651990835279,0.3891984807831925,0.03535634075663312,0
131,4.366666666666666,-0.001317819127997587,-0.0030726686394607484,0.7962600167981766,0.3894186545892659,0.03547072381973633,0
132,4.4,-0.0013359812884809312,-0.0030623148987536423,0.7962533848853844,0.38962969464899283,0.03596748821978085,0
133,4.433333333333334,-0.0013548427703219956,-0.003052395955531885,0.7962468307639549,0.389836734897628,0.03654647719524997,0
134,4.466666666666667,-0.0013744881996814416,-0.0030431042798433894,0.7962405803739891,0.39003921157094884,0.03695767573115645,0
135,4.5,-0.0013947327427342034,-0.0030342917556185818,0.7962345799518322,0.3902382041640146,0.03681819769097871,0
136,4.533333333333333,-0.0014167763933203366,-0.003025530948317122,0.7962289354317968,0.3904331235242104,0.03645433986008914,0
137,4.566666666666666,-0.0014414659204513229,-0.003016770234355342,0.7962237927058757,0.3906224024384154,0.03590336920322018,0
138,4.6,-0.0014679260280466573,-0.0030078913419889102,0.7962187203373303,0.39080774175656474,0.035237030831888234,0
139,4.633333333333334,-0.0014961300199210462,-0.0029988962323881916,0.7962137626645825,0.39098921170728984,0.03438162932165409,0
140,4.666666666666667,-0.0015267928278453252,-0.002989737297131375,0.7962089759735328,0.3911652281946467,0.03326811875140059,0
141,4.7,-0.0015597808205124344,-0.0029803457080577406,0.7962049168839487,0.39133440079272624,0.03228491958536574,0
142,4.733333333333333,-0.0015935884185295079,-0.0029708721392626204,0.7962010923632004,0.39150116203966345,0.03123417070823398,0
143,4.766666666666667,-0.0016282334394041526,-0.002961314828181743,0.7961974924550556,0.3916654602394381,0.030060327450861596,0
144,4.8,-0.0016639086910220635,-0.0029521010828283275,0.7961963148318845,0.3918255944751679,0.028894279397770603,0
145,4.833333333333333,-0.001699653893210334,-0.0029431781745806154,0.7961957628583589,0.3919845647470769,0.027970803335650055,0
146,4.866666666666666,-0.0017352280971067308,-0.0029346827869531685,0.7961956441800685,0.3921426299493938,0.027500101362359558,0
147,4.9,-0.0017703514524635955,-0.002927314487876026,0.7961966338295714,0.3922983332597267,0.02724950591761843,0
148,4.933333333333334,-0.0018053037745262058,-0.002920600952645909,0.796197644586287,0.39245392432684245,0.02708190474660635,0
149,4.966666666666667,-0.0018400815358325287,-0.0029147603736520396,0.7961983170965997,0.39261010696067367,0.026786336549402903,0
150,5.0,-0.0018747483185940484,-0.0029094743645824658,0.796198758224071,0.3927666681205912,0.026285473804323823,0
151,5.033333333333333,-0.0019096552049751513,-0.0029048213224706627,0.796198490335044,0.3929246365961076,0.02572389356231221,0
152,5.066666666666666,-0.001945096668439869,-0.002901237330815334,0.7961968683984073,0.393085325125766,0.025287064769517795,0
153,5.1,-0.0019809745973181437,-0.0028980899951420724,0.7961946285116115,0.39324257383684513,0.024936717165158113,0
154,5.133333333333334,-0.0020172819387601192,-0.002895372040141457,0.796191743328205,0.39339643908462446,0.024644821419411864,0
155,5.166666666666667,-0.002054316287404984,-0.002893380933666274,0.7961877478257585,0.3935445764046038,0.02459874161186592,0
156,5.2,-0.0020917799754974686,-0.002893107434924493,0.7961831124694416,0.39367331067308586,0.02465916884027804,0
157,5.233333333333333,-0.0021294253873887716,-0.002893560890493114,0.7961782182510818,0.3937938319990938,0.025196369559218786,0
158,5.266666666666667,-0.002167256101359196,-0.0028947555543782236,0.7961730755251606,0.3939059782305056,0.026333706906408225,0
159,5.3,-0.0022054035215273516,-0.0028984837449479326,0.7961685305714342,0.39396723076378154,0.027439954641140143,0
160,5.333333333333333,-0.002243670786731982,-0.002903247145673505,0.7961642536394846,0.3940090467170894,0.028851338355080247,0
161,5.366666666666666,-0.002282032539693634,-0.0029089549842356956,0.7961602581370382,0.3940352403458155,0.029943776373445256,0
162,5.4,-0.002320601806207404,-0.0029167385624342063,0.796156912179195,0.394027078387906,0.031203931114483944,0
163,5.433333333333334,-0.0023591559109867105,-0.002925320322452142,0.7961540304472824,0.39400149532313056,0.032383406330731154,0
164,5.466666666666667,-0.002397517586683851,-0.002934479257708959,0.7961518942380535,0.3939552686369811,0.03323538132346913,0
165,5.5,-0.0024357772571499355,-0.002943944327407755,0.7961501836245735,0.39389809208176296,0.034571914126752215,0
166,5.533333333333333,-0.002474006192415397,-0.002953710062880451,0.796148487348068,0.39383884336099584,0.036030466294591446,0
167,5.566666666666666,-0.002512235127680858,-0.002964063662022377,0.7961464698171297,0.39378305580426926,0.037431812315530395,0
168,5.6,-0.0025510654038280855,-0.0029740164839177244,0.7961444821548886,0.39370606655788387,0.03827288794519288,0
169,5.633333333333334,-0.0025904863303525157,-0.0029835755383763834,0.7961425041833805,0.39360825482197437,0.03851423676136936,0
170,5.666666666666667,-0.0026311045933881966,-0.0029923362523381638,0.7961405262118724,0.39346823507148726,0.03890176994677275,0
171,5.7,-0.002673494807555483,-0.0030003095470640586,0.7961375507586252,0.39318610118725944,0.049164012412353006,0
172,5.733333333333333,-0.002716783024106207,-0.0030078837695481763,0.7961340697942704,0.3928319488623941,0.06534319047407426,0
173,5.766666666666667,-0.002760985278797217,-0.0030150517528588347,0.7961300742918239,0.39240449922305654,0.09841838804736715,0
174,5.8,-0.002808957272660369,-0.003018160017061033,0.7961243503874288,0.3914975642804055,0.14097484128852822,0
175,5.833333333333333,-0.002859041943263577,-0.003018812137839482,0.796117692190183,0.39032410240381166,0.19752971510686082,0
176,5.866666666666666,-0.0029116066906213307,-0.003016157329205905,0.7961100176607314,0.3888428941131309,0.262914049287428,0
177,5.9,-0.002968725592923664,-0.0030074303139795556,0.7961004203836742,0.3873364186128543,0.3545170914333538,0
178,5.933333333333334,-0.0030299817204925516,-0.0029944574188405775,0.7960896689801545,0.3877896607610503,0.451635343940879,0
179,5.966666666666667,-0.0031000682048319124,-0.002974546508617774,0.7960774451162342,0.38732920178256497,0.5390473991251516,0
180,6.0,-0.0031740646328380904,-0.002951563414645678,0.7960645831241905,0.3864641582128268,0.6429845711721155,0
181,6.033333333333333,-0.0032539113632399177,-0.0029282021440746042,0.7960509797247056,0.3846977593398833,0.7474189148989094,0
182,6.066666666666666,-0.0033510765865837158,-0.002908689455146837,0.7960354328686516,0.37991452701209555,0.83223505299597,0
183,6.1,-0.0034517117695341553,-0.0028962080001588373,0.7960194505933664,0.37418445492092195,0.878724493378159,0
184,6.133333333333334,-0.0035557492055623223,-0.002890620528298217,0.7960030270578601,0.36752601840570714,0.9217522793609895,0
185,6.166666666666667,-0.0036680468381175106,-0.002901770570030216,0.7959855022302981,0.3586136432653972,0.9549227117426126,0
186,6.2,-0.003778553706928795,-0.002933154960047818,0.7959696050476125,0.34870474280816843,0.9744559697878069,0
187,6.233333333333333,-0.003887973683403974,-0.0029768208818321414,0.7959546858324505,0.33819098420362204,0.9954546742310328,0
188,6.266666666666667,-0.003996289103008798,-0.0030329696208452246,0.795940721353603,0.3270624439171184,1.0081031326271488,0
189,6.3,-0.004088809404274311,-0.0031128110884448166,0.7959333732558252,0.3156746547876167,1.007219489850662,0
190,6.333333333333333,-0.004171408078802296,-0.003205865052583645,0.7959299852163064,0.30526940223609494,0.9999401251410741,0
191,6.366666666666666,-0.004244016476814534,-0.0033047559015392707,0.7959297083002953,0.29538061230979634,0.9767695249263368,0
192,6.4,-0.00430132250857948,-0.0034125874757316597,0.7959342480767808,0.28533699051493844,0.9460345555729721,0
193,6.433333333333334,-0.004346561763992529,-0.0035261063656836056,0.7959417818914809,0.27937335558990956,0.9297063791585525,0
194,6.466666666666667,-0.004368994742417231,-0.003644642798527702,0.7959515926301612,0.27286505676827716,0.9195342573252357,0
195,6.5,-0.0043830090465038635,-0.0037650312632809763,0.7959622564188357,0.26604346738765305,0.8838028378427603,0
196,6.533333333333333,-0.004386176128186211,-0.00388542147296769,0.7959729531294519,0.25891387358869455,0.8501293777303144,0
197,6.566666666666666,-0.004348345259686762,-0.003998515548112954,0.795980508980613,0.25096338237414423,0.8092033416590683,0
198,6.6,-0.004298071281176541,-0.0041053466734015925,0.7959874263054013,0.24414477843511437,0.7613477341951744,0
199,6.633333333333334,-0.004235623197610344,-0.0042060503344889515,0.7959937098828084,0.23728519049135158,0.7077166677522938,0
200,6.666666666666667,-0.004137661531676469,-0.0042888797457404605,0.7959981009795565,0.23030604405663221,0.6760488597560431,0
201,6.7,-0.004009062849127279,-0.004350263301676185,0.7960034531846079,0.22376548549215153,0.6662407897533796,0
202,6.733333333333333,-0.003858121164492592,-0.004396006786331891,0.7960095063084218,0.2175447806595375,0.6554518417635427,0
203,6.766666666666667,-0.0036844980706178723,-0.004425873228930608,0.7960162709709796,0.21164877261627738,0.6459930398366344,0
204,6.8,-0.003464279351636713,-0.004413874594692789,0.7960253853043894,0.20676980334601655,0.6549690102855232,0
205,6.833333333333333,-0.003210273049258419,-0.004370974813290314,0.7960361093614574,0.20262425990672808,0.6589556148009805,0
206,6.866666666666666,-0.0029360333262872266,-0.004304206839742924,0.7960468695264616,0.19887795008529582,0.659353710490134,0
207,6.9,-0.0026360555918304445,-0.0042070771217758976,0.7960576296914659,0.19607676626028245,0.6600902554432524,0
208,6.933333333333334,-0.0023150703365985067,-0.004084050722647343,0.7960682117062847,0.19383062651516542,0.6593652490176539,0
209,6.966666666666667,-0.0019638418586341803,-0.003911356811794371,0.796076558746049,0.19174750511315006,0.6486264190398898,0
210,7.0,-0.001603354111221522,-0.003723456636709029,0.7960842551792119,0.19149084918338438,0.6337826273599828,0
211,7.033333333333333,-0.0012339465232604388,-0.00351973995501549,0.7960913068467631,0.19274421708289127,0.6159422532959636,0
212,7.066666666666666,-0.0008357282705140388,-0.0032505443684480873,0.7960960539783826,0.19399175332935978,0.5904833570896042,0
213,7.1,-0.0004348641285830472,-0.0029716472345495625,0.7961007573025795,0.19521168392482327,0.5638996503618346,0
214,7.133333333333334,-3.141824341169739e-05,-0.002683283742346111,0.7961054123058616,0.1964046783462695,0.5359861213954494,0
215,7.166666666666667,0.00038113585040118686,-0.0023615234084209545,0.7961098034026097,0.19750264745832768,0.5008342730518116,0
216,7.2,0.0007952676845127506,-0.002028145252147224,0.7961133182181548,0.19864734117133093,0.4771948868994977,1
217,7.233333333333333,0.0012107910685612497,-0.001684520318290066,0.796116060828313,0.1998332453972887,0.4692224799565794,1
218,7.266666666666667,0.0016277256738840484,-0.0013305042139959721,0.7961180387998211,0.2010609404367814,0.4884058691233963,2
219,7.3,0.0020440307943376517,-0.0009674667822817248,0.7961162652629521,0.20239012583822158,0.5104803683253551,1
220,7.333333333333333,0.0024597866201144687,-0.0005962712687511875,0.7961110731541181,0.20380805214785738,0.5323599380218637,0
221,7.366666666666666,0.002876323004142231,-0.00022234432184073762,0.7961034777435269,0.20510886276027657,0.5497243341016147,0
222,7.4,0.003293677132430468,0.0001544449779148986,0.7960934450472383,0.20628693802657894,0.5713175173516132,0
223,7.433333333333334,0.003711836537909393,0.0005339736913337074,0.7960810937435431,0.20734646963042316,0.5934199375572425,0
224,7.466666666666667,0.004134478981794372,0.0009174579010347052,0.7960674457401369,0.20807657531898302,0.6056874549676813,0
225,7.5,0.004558249642084122,0.0013019376446571792,0.7960534417018593,0.2087678735088611,0.6012524265345914,0
226,7.533333333333333,0.004983148518778625,0.0016874129222011099,0.7960390816287102,0.20937595040596857,0.5802921999940243,0
227,7.566666666666666,0.005413189374676857,0.002074865866343566,0.7960247608494918,0.209934671328945,0.547411667959942,0
228,7.6,0.005841844027446066,0.0024638177453901117,0.7960103055947607,0.21057532629740303,0.516677456994831,0
229,7.633333333333334,0.00626899933695007,0.002854337159337826,0.7959957081650307,0.21160753637572421,0.4804866027259222,0
230,7.666666666666667,0.006690431965845856,0.0032508396923403055,0.7959805680542587,0.2128799773131354,0.42031731324354904,0
231,7.7,0.0071057177070716964,0.003655629965890492,0.7959637883511311,0.21419991936817018,0.36965151591214074,0
232,7.733333333333333,0.007514289974256759,0.004069511541284659,0.7959451954189547,0.21556810070258797,0.3222793115210104,0
233,7.766666666666667,0.007916703913438619,0.004491731560895872,0.7959249585136804,0.21698052845913884,0.266197548148669,0
234,7.8,0.008307187512951519,0.004935111505272927,0.7959008089418135,0.2182458425732841,0.23839671398879878,0
235,7.833333333333333,0.008683902076533676,0.005403017972773337,0.7958721283549456,0.21933646583912497,0.24631734043356898,0
