frame,motion_time_step,video_time_s,root_x,root_y,root_z,joint_abs_mean,contact_count_after_forward
19,2333,0.6333333333333333,-0.010699800099246204,-0.029984000604599714,0.788752019405365,0.27320458589860336,0
20,2334,0.6666666666666666,-0.012459600227884948,-0.031300998758524656,0.7879288196563721,0.2772502137412285,0
21,2335,0.7,-0.014303999836556613,-0.03258899925276637,0.7871783971786499,0.2810700237108716,0
22,2336,0.7333333333333333,-0.016317599336616695,-0.03381900070235133,0.786573588848114,0.2840937713546486,0
23,2337,0.7666666666666667,-0.018338800291530788,-0.03500899998471141,0.7869887948036194,0.28710101406764366,0
24,2338,0.8,-0.020363799179904163,-0.036178998183459044,0.787913978099823,0.29009358280595265,0
25,2339,0.8333333333333334,-0.022595799411647022,-0.03723140014335513,0.787676990032196,0.2927712586644138,0
26,2340,0.8666666666666667,-0.024864799226634204,-0.0382434013299644,0.7873613834381104,0.29528762095061867,0
27,2341,0.9,-0.027207800070755184,-0.03917460097000003,0.786888599395752,0.2971336553836691,0
28,2342,0.9333333333333333,-0.029582400689832866,-0.039983398746699095,0.7863630056381226,0.2981461704596235,0
29,2343,0.9666666666666667,-0.031972800265066326,-0.04073100117966533,0.7858110070228577,0.2987547575266317,0
30,2344,1.0,-0.034355399082414806,-0.041204999666661024,0.7851083874702454,0.29894612100103807,0
31,2345,1.0333333333333334,-0.03671139932703227,-0.04160280106589198,0.7844228148460388,0.2988461252173473,0
32,2346,1.0666666666666667,-0.039014198700897396,-0.04184820083901286,0.7837712168693542,0.2982077449399593,0
33,2347,1.1,-0.04123419977258891,-0.04197119874879718,0.7833368182182312,0.29715410982868795,0
34,2348,1.1333333333333333,-0.043412801693193614,-0.04203300131484866,0.7830110192298889,0.2959036885295063,0
35,2349,1.1666666666666667,-0.045446799020282924,-0.04187700105831027,0.7832581996917725,0.29478456661233615,0
36,2350,1.2,-0.0474804014666006,-0.041660800110548735,0.7843021750450134,0.2931501015439702,0
37,2351,1.2333333333333334,-0.0495131992502138,-0.04132420150563121,0.786939799785614,0.2912095841662637,0
38,2352,1.2666666666666666,-0.05155040032695979,-0.040943201165646315,0.7885141968727112,0.2887262687536663,0
39,2353,1.3,-0.05358979932498187,-0.04053999809548259,0.7895569801330566,0.286083862257736,0
40,2354,1.3333333333333333,-0.05566459975671023,-0.040033000987023115,0.7899416089057922,0.28417790941251764,0
41,2355,1.3666666666666667,-0.057752401451580226,-0.039503398817032576,0.7902432084083557,0.2822368397730692,0
42,2356,1.4,-0.05986619822215289,-0.038928601425141096,0.7903788089752197,0.28022553624007207,0
43,2357,1.4333333333333333,-0.06201720319222659,-0.0382961998693645,0.7904295921325684,0.27807118608776865,0
44,2358,1.4666666666666666,-0.06418679736088961,-0.037634998094290495,0.7904379963874817,0.27586082590378597,0
45,2359,1.5,-0.06639540276955813,-0.03688260121271014,0.7904661893844604,0.2758359816567651,0
46,2360,1.5333333333333334,-0.06860859773587435,-0.03610140038654208,0.7905266284942627,0.2753533161213172,0
47,2361,1.5666666666666667,-0.07083100161980838,-0.0352625991217792,0.7906513810157776,0.2739550282472166,0
48,2362,1.6,-0.07310939661692828,-0.03430740116164088,0.7907301783561707,0.27205418604265513,0
49,2363,1.6333333333333333,-0.07541579834651202,-0.03329399926587939,0.7907860279083252,0.2699020715944212,0
50,2364,1.6666666666666667,-0.07780440233182162,-0.03207660047337413,0.7907506227493286,0.2676557083453598,0
51,2365,1.7,-0.08019320003222674,-0.030809200834482908,0.7906888127326965,0.26552930358267424,0
52,2366,1.7333333333333334,-0.0825824000639841,-0.029441799502819777,0.7905741930007935,0.26352815245276173,0
53,2367,1.7666666666666666,-0.08510799787472934,-0.02785199834033847,0.7897160053253174,0.26172654522213573,0
54,2368,1.8,-0.08770179830025882,-0.02615099912509322,0.7884860038757324,0.2599574102666871,0
55,2369,1.8333333333333333,-0.0902590014738962,-0.024136799853295088,0.7891945838928223,0.2587916972757927,0
56,2370,1.8666666666666667,-0.09291119955014437,-0.022046200465410948,0.7899119853973389,0.2576419901070667,0
57,2371,1.9,-0.0957534023327753,-0.019802800845354795,0.7906469702720642,0.2565243156418076,0
58,2372,1.9333333333333333,-0.09884040139149874,-0.01732820039615035,0.7912843823432922,0.2550529567404361,0
59,2373,1.9666666666666666,-0.10204979858826846,-0.014738000463694334,0.7918729782104492,0.25385130990039684,0
60,2374,2.0,-0.10556999675463885,-0.011896399315446615,0.7923398017883301,0.25352000856194,0
61,2375,2.033333333333333,-0.10919559828471392,-0.009008599910885096,0.7927533984184265,0.253081432543695,0
62,2376,2.066666666666667,-0.11303199909161776,-0.006028400268405676,0.7930606007575989,0.25242832367276324,0
63,2377,2.1,-0.11706759862136096,-0.002968600019812584,0.7932137846946716,0.2513727993415347,0
64,2378,2.1333333333333333,-0.12120279751252383,0.0001309998333454132,0.7932900190353394,0.25011606686266846,0
65,2379,2.1666666666666665,-0.12565959326457232,0.0033224000362679362,0.7928165793418884,0.24889766937924612,0
66,2380,2.2,-0.13024859956931323,0.006475600064732134,0.7919204235076904,0.24815997951824603,0
67,2381,2.2333333333333334,-0.13510199717711657,0.009552400093525648,0.7901785969734192,0.2474494337842896,0
68,2382,2.2666666666666666,-0.14000860683154315,0.012499199714511633,0.7891544103622437,0.2465280626161859,0
69,2383,2.3,-0.14494180015753955,0.015381000470370054,0.7884889841079712,0.24550127539912175,0
70,2384,2.3333333333333335,-0.15010240010451525,0.018088800366967916,0.7879778146743774,0.24460613872085152,0
71,2385,2.3666666666666667,-0.15531360439490527,0.02076279977336526,0.7874867916107178,0.24364127790362672,0
72,2386,2.4,-0.1606260024709627,0.023369199130684137,0.7870361804962158,0.24266741003295214,0
73,2387,2.433333333333333,-0.1659527950687334,0.02588599966838956,0.7865803837776184,0.24276057453043276,0
74,2388,2.466666666666667,-0.1712867998285219,0.028357999864965677,0.7861220240592957,0.24348624236881733,0
75,2389,2.5,-0.17651220492552966,0.03071779990568757,0.7855610251426697,0.2450639037174526,0
76,2390,2.533333333333333,-0.18166720203589648,0.03302199998870492,0.7849794030189514,0.24733791691411672,0
