frame,time_s,source_frame,source_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,joint_target_abs_mean,joint_error_abs_mean,joint_error_abs_max,joint_velocity_abs_mean,ctrl_abs_mean,root_target_x,root_target_y,root_target_z,root_position_error_m,root_orientation_error_rad,contact_count,fall_proxy
41,1.3666666666666667,4961,165.36666666666667,0.003983036839597082,-0.012315387434929092,0.6802557359580164,0.19212984084903634,0.002072025671860957,1.306982035891488,0.3429689655172414,0.18316962986679977,0.7022609100920573,1.1736080988072535,0.3429689655172414,0.0,0.0,0.705301,0.026850121382466778,0.20966113504454642,4,False
42,1.4,4962,165.4,0.004617126008103623,-0.011362840503873595,0.6754340103898708,0.212014277073256,-0.010316290369566366,1.3119903216210342,0.35277537931034486,0.19163946022503628,0.6664964862607192,1.178069981357139,0.35277537931034486,0.0,0.0,0.722099,0.047233507717387574,0.19091603711066554,6,False
43,1.4333333333333333,4963,165.43333333333334,0.0052267272828161035,-0.00921443874345017,0.6728430467860832,0.2283086365311034,-0.02448013848750954,1.312609679816512,0.3538858965517241,0.20448363755013946,0.6273326690210115,1.0873896365509061,0.3538858965517241,0.0,0.0,0.737976,0.06569229993110628,0.17072539357233552,6,False
44,1.4666666666666666,4964,165.46666666666667,0.005765099303310723,-0.005970023873599401,0.6736393191362924,0.2382513860909633,-0.034254115066879205,1.3088747013603343,0.3512627241379311,0.2111288512480977,0.6273576506363354,1.1009786566627993,0.3512627241379311,0.0,0.0,0.752123,0.0794298782753331,0.16711522959350525,3,False
45,1.5,4965,165.5,0.0063471912651823365,-0.002128323368646356,0.6775130195910365,0.2409736702482333,-0.041376308420976664,1.2978225946832689,0.34457365517241384,0.20955894306624667,0.6546727538472746,1.0632010793063142,0.34457365517241384,0.0,0.0,0.76405,0.08800802190547376,0.18595352115914426,4,False
46,1.5333333333333334,4966,165.53333333333333,0.006992567191062451,0.0028256349587792978,0.6839498617936752,0.23679377387573305,-0.03927279047687282,1.278769708050962,0.33400562068965517,0.20158765286563327,0.6811109008588545,1.0359054965426755,0.33400562068965517,0.0,0.0,0.772256,0.09036754194137951,0.23040119353059793,5,False
47,1.5666666666666667,4967,165.56666666666666,0.007777439931177306,0.008191421300301493,0.6920105838482562,0.2303759746473414,-0.03527137043815082,1.2463088383227436,0.32232275862068965,0.1812221445226162,0.6832184094225724,0.991336016349725,0.32232275862068965,0.0,0.0,0.776687,0.0873541395641239,0.2921287955167486,4,False
48,1.6,4968,165.6,0.008808741458397993,0.013342671075712678,0.6997431950212857,0.22165739296807369,-0.031302420249583955,1.2011313672043717,0.3135013793103448,0.15411506596773147,0.6233565932309983,0.9318983402109725,0.3135013793103448,0.0,0.0,0.77878,0.08225932081327908,0.3588446494951838,5,False
49,1.6333333333333333,4969,165.63333333333333,0.010177803178861472,0.017884032537449752,0.7070828287149984,0.21641829586878022,-0.02369941075145346,1.1453737060313247,0.30501317241379305,0.13534612363974668,0.5920025492842503,0.7427122940000674,0.30501317241379305,0.0,0.0,0.779669,0.07688569090326972,0.42555315467063587,4,False
50,1.6666666666666667,4970,165.66666666666666,0.011564277907098613,0.021609311530305143,0.7136072742905014,0.20923263058711344,-0.013069466655632505,1.0818320683215665,0.2972385862068965,0.12817893659772206,0.5741641001034871,0.7117982275814643,0.2972385862068965,0.0,0.0,0.779731,0.07166965164378376,0.487713778308352,5,False
51,1.7,4971,165.7,0.013010163139872381,0.02447851124158042,0.7190079426515277,0.20223689928181715,-0.0004973750465878986,1.0122998698709142,0.296791448275862,0.1289097684043099,0.5583268788760064,0.7251536902258297,0.296791448275862,0.0,0.0,0.779103,0.06700185135910075,0.5364282598695148,5,False
52,1.7333333333333334,4972,165.73333333333332,0.014569335691268516,0.02686158762141203,0.7231634773080536,0.1949591754866417,0.013452994647071054,0.9390692544181011,0.2966051724137931,0.13456919463073921,0.5517442115257514,0.7040486633360039,0.2966051724137931,0.0,0.0,0.778909,0.06407876208382564,0.5731435139684832,5,False
53,1.7666666666666666,4973,165.76666666666668,0.01640234284039844,0.02900088476603126,0.7264776753989236,0.18688420392193342,0.02788205875208324,0.8629827444313402,0.2986059310344828,0.15051286833650068,0.5564966468339516,0.7894694184427308,0.2986059310344828,0.0,0.0,0.779541,0.0629568314641566,0.6003503207342198,5,False
54,1.8,4974,165.8,0.018683301346495103,0.03098980968993356,0.7295480559547489,0.1764545508996347,0.042292637283545965,0.7846886812160554,0.3029306551724138,0.1646520882942452,0.5671972135251173,0.9065024293293258,0.3029306551724138,0.0,0.0,0.782137,0.0640591941206805,0.6209829968563823,5,False
55,1.8333333333333333,4975,165.83333333333334,0.021522121840492184,0.03265582217552378,0.7327976947519825,0.1626467007514715,0.056681897681267475,0.704122387681796,0.31186010344827586,0.17301776483054254,0.5949634136317618,0.9931985475696786,0.31186010344827586,0.0,0.0,0.786391,0.06658815230752836,0.636314337985248,5,False
56,1.8666666666666667,4976,165.86666666666667,0.024856059839919897,0.03367776218419153,0.7361429177898686,0.14631619638443993,0.07086895594060415,0.621681922074761,0.3221150689655173,0.1702253967184564,0.6688592557471409,1.0371308240108073,0.3221150689655173,0.0,0.0,0.788119,0.06696739858577021,0.6436318415835618,5,False
57,1.9,4977,165.9,0.02853686609828643,0.03398464486523932,0.7392642011393802,0.1289573728281963,0.08594568784848562,0.5389434416212467,0.32819441379310343,0.1635503194900794,0.6063468659805187,0.9720849033765051,0.32819441379310343,0.0,0.0,0.787249,0.06550242299722304,0.6343665555976811,5,False
58,1.9333333333333333,4978,165.93333333333334,0.03226531793160659,0.0335036899950451,0.741719938525552,0.11233781748552368,0.09914032158558957,0.45571715749706393,0.3362504137931034,0.15642282659246426,0.6109882389337048,0.9029512127810209,0.3362504137931034,0.0,0.0,0.784502,0.06320394635610757,0.6278979281810728,5,False
59,1.9666666666666666,4979,165.96666666666667,0.03581214220719761,0.03245527786512932,0.7435689490290605,0.09587650702572309,0.10942314035002149,0.37242264634914,0.34673179310344815,0.15267588955259942,0.6074253981772602,0.8469176919810595,0.34673179310344815,0.0,0.0,0.77975,0.060274814882498653,0.6255524315610084,5,False
60,2.0,4980,166.0,0.03918484409688565,0.031159760547854083,0.7450434073128427,0.0783415535391876,0.11707546420761904,0.289908156655865,0.34866175862068965,0.14490457818483007,0.5529760531203693,0.7811056518120405,0.34866175862068965,0.0,0.0,0.778369,0.059964183234874506,0.6295277213232323,5,False
61,2.033333333333333,4981,166.03333333333333,0.042332857903225496,0.029615593896328445,0.746018312031224,0.05980902418481276,0.1225951656049162,0.20951192951887596,0.34219234482758626,0.13385969906577955,0.4511101419339908,0.7911938445536343,0.34219234482758626,0.0,0.0,0.774325,0.05865534051718695,0.651305944191277,5,False
62,2.066666666666667,4982,166.06666666666666,0.0451604874231077,0.02768614278466646,0.7467565273935449,0.04386699324324883,0.1268549889925329,0.13068173883779896,0.3309204482758621,0.13884048576236444,0.44182604150347693,0.8259874036028292,0.3309204482758621,0.0,0.0,0.771532,0.058245160532226226,0.6871283233571862,5,False
63,2.1,4983,166.1,0.04763395495407796,0.02593715000631668,0.7466806518862249,0.023658781461408984,0.12940723830477266,0.0429819719286137,0.31123479310344826,0.16370201323449055,0.5245362420727963,0.9801130858792959,0.31123479310344826,0.0,0.0,0.770533,0.058849745422590395,0.7143176637291864,2,False
64,2.1333333333333333,4984,166.13333333333333,0.0497194913299218,0.024033229332565235,0.7443713968535629,-0.000615322378088324,0.13058549851309567,-0.05027701788441749,0.31291224137931034,0.18471322420570993,0.5554643266172906,1.2060044085624961,0.31291224137931034,0.0,0.0,0.770368,0.06052936013588014,0.7149894412507142,2,False
65,2.1666666666666665,4985,166.16666666666666,0.05133076726404435,0.022194749897196227,0.7411217812708638,-0.02748350539730352,0.12992925357664914,-0.1405931185265343,0.3194476551724138,0.19073197282205717,0.5071972537163966,1.3657414896255697,0.3194476551724138,0.0,0.0,0.770377,0.06260866324316645,0.7132431127705887,3,False
66,2.2,4986,166.2,0.05304318094158347,0.020256777826334497,0.7386691790574844,-0.05613480263145241,0.12894765988473078,-0.22934761937436574,0.32695220689655174,0.18808189501152536,0.48816867482025034,1.335151524015493,0.32695220689655174,0.0,0.0,0.770735,0.06473222342585828,0.720127114273559,3,False
67,2.2333333333333334,4987,166.23333333333332,0.05503545828590056,0.01780470211072925,0.7372688922600643,-0.08294599860354152,0.12827650475794458,-0.31760965019030263,0.3283641379310346,0.1811795602933228,0.48325183946154276,1.1951722522668187,0.3283641379310346,0.0,0.0,0.770601,0.06637505719698392,0.7198335786078888,3,False
68,2.2666666666666666,4988,166.26666666666668,0.057353815539483016,0.014943876918262544,0.7361668680762129,-0.10686167083212102,0.12709633908627932,-0.4055468734074203,0.3222275862068966,0.1724252848784351,0.4999882126414309,1.1313698880118395,0.3222275862068966,0.0,0.0,0.770027,0.0677988848416053,0.7086413403452975,3,False
69,2.3,4989,166.3,0.0598009060726889,0.011603893967582208,0.735753773624362,-0.12633221716834214,0.1258182818588073,-0.4896220866993391,0.31460486206896554,0.1704179653815282,0.561370681518168,1.0043616187438706,0.31460486206896554,0.0,0.0,0.769061,0.06905770116949426,0.6890325805833768,3,False
70,2.3333333333333335,4990,166.33333333333334,0.06205960236212622,0.00794450897245831,0.7360238257376038,-0.14092836567422795,0.12305838536662134,-0.570680828736265,0.30915220689655176,0.16775054375351378,0.6000369568222402,0.9485889004542397,0.30915220689655176,0.0,0.0,0.766621,0.06935706554399701,0.661027493794805,4,False
71,2.3666666666666667,4991,166.36666666666667,0.06418473097905314,0.003752585205014331,0.7367770937036696,-0.15109781333535313,0.12231493466497068,-0.648409832815548,0.30638572413793114,0.17206106125214232,0.6108613282668427,0.8736254886722702,0.30638572413793114,0.0,0.0,0.762947,0.06908124879500135,0.6330084644446807,3,False
72,2.4,4992,166.4,0.06611391990138081,-0.0010957118109254408,0.7375573967066424,-0.15863214329917483,0.12066723238792217,-0.7220663151730609,0.3071379655172414,0.1722167462404631,0.6061822067716933,0.8068641753492414,0.3071379655172414,0.0,0.0,0.758263,0.06894866579025823,0.6025528928677908,2,False
73,2.433333333333333,4993,166.43333333333334,0.0672824675489311,-0.006533014750675998,0.7381687728321986,-0.16331226080232922,0.11784402930396333,-0.7912790323513778,0.30938531034482764,0.1702051167970068,0.5956854969559952,0.744632571346687,0.30938531034482764,0.0,0.0,0.753609,0.06904313960013295,0.5745617099564065,2,False
74,2.466666666666667,4994,166.46666666666667,0.06754598669730517,-0.0124346354949784,0.7383876925703229,-0.16367275040804677,0.11437162984814588,-0.8570523174745516,0.3114175862068965,0.16512973277876264,0.5739007127850727,0.6790859232533575,0.3114175862068965,0.0,0.0,0.75151,0.06968968285037151,0.5516875818650879,2,False
75,2.5,4995,166.5,0.06685015509128532,-0.018283815687523686,0.7379981407873909,-0.16189451318403256,0.1073594335136937,-0.9172145976335415,0.31344151724137936,0.15230861105374333,0.5704793498549482,0.610415667353924,0.31344151724137936,0.0,0.0,0.755597,0.07135649965253234,0.5221032071688907,4,False
76,2.533333333333333,4996,166.53333333333333,0.06535156874857685,-0.023728858497409994,0.7367378662740492,-0.15677557031126566,0.0971416186104508,-0.971597435476916,0.3147982068965517,0.1468457490431753,0.5483301311960029,0.620548317780701,0.3147982068965517,0.0,0.0,0.755431,0.07182020172269887,0.5011727042955921,3,False
77,2.566666666666667,4997,166.56666666666666,0.0633288573334594,-0.028654784359276503,0.733994090804104,-0.14832079881487398,0.08215246076464579,-1.0217407156122944,0.31765389655172416,0.1474281202452138,0.5121845298323708,0.6524286153269618,0.31765389655172416,0.0,0.0,0.75721,0.07306433080450822,0.4880891058586614,3,False
78,2.6,4998,166.6,0.060863960855933666,-0.032792455069977265,0.7303442370792741,-0.13850920448017595,0.0640471908231627,-1.068447238633465,0.3215396551724138,0.14519689955454174,0.4707222798020547,0.6409918958984828,0.3215396551724138,0.0,0.0,0.759905,0.07491350112777741,0.47694719808779473,2,False
79,2.6333333333333333,4999,166.63333333333333,0.05817126706149148,-0.036307501966642536,0.72588953046761,-0.1276531261925908,0.04345929338278131,-1.1144124375718394,0.3244845862068965,0.1404698661928805,0.45377973818781814,0.6595727461916202,0.3244845862068965,0.0,0.0,0.764531,0.078290197223556,0.45157648079997936,2,False
80,2.6666666666666665,5000,166.66666666666666,0.055225941624819974,-0.03912093504602042,0.7209755436886949,-0.11837872095083661,0.022237679902982505,-1.1572994707913917,0.32409879310344825,0.1360925330095872,0.45007443773497546,0.6635712806347673,0.32409879310344825,0.0,0.0,0.769702,0.08289730586558774,0.42205369026127687,2,False
81,2.7,5001,166.7,0.05184908706583606,-0.0414285028843488,0.7158987488294335,-0.10982124669695886,0.0036117738919007676,-1.1974695055520626,0.32305920689655165,0.1333980949177049,0.41045991836312457,0.7271922701825856,0.32305920689655165,0.0,0.0,0.774213,0.08776246723666134,0.3973922498455237,1,False
82,2.7333333333333334,5002,166.73333333333332,0.047965012273711236,-0.04351267116468697,0.7105568089466358,-0.10076147147842457,-0.011564529056452381,-1.235734981868126,0.32185927586206897,0.13184590724578663,0.3610936487135517,0.6801780739364366,0.32185927586206897,0.0,0.0,0.777405,0.09244020145487884,0.3761178366906701,3,False
83,2.7666666666666666,5003,166.76666666666668,0.043612845320688653,-0.045082659239835565,0.705584338006145,-0.09255777570892335,-0.02110260378701971,-1.2721179247565928,0.31880313793103454,0.13046387162907735,0.36159558187078333,0.7081847319556556,0.31880313793103454,0.0,0.0,0.779003,0.09604048964117999,0.3565374359849415,3,False
84,2.8,5004,166.8,0.038849627200938194,-0.045874974792451756,0.7013969341451176,-0.08403920960048893,-0.026253181152586447,-1.3068062577259305,0.31574482758620687,0.13050210598910458,0.3662398044882714,0.7293245157573186,0.31574482758620687,0.0,0.0,0.778945,0.09779770304972255,0.3392924908019385,3,False
85,2.8333333333333335,5005,166.83333333333334,0.03384060686736772,-0.04571508481707008,0.6981643730171933,-0.07515951388400284,-0.027706279764680937,-1.3399066325844025,0.31377406896551724,0.1309276025186146,0.3983076095407829,0.706739106495949,0.31377406896551724,0.0,0.0,0.777392,0.09745528168193712,0.3219601186539658,3,False
86,2.8666666666666667,5006,166.86666666666667,0.028767163804073553,-0.04453629190651367,0.6959898296297613,-0.06596693133050124,-0.02528572396944399,-1.3713909968102096,0.3094389310344827,0.139752419421001,0.4324232514616079,0.6892602282930236,0.3094389310344827,0.0,0.0,0.774687,0.09509148966393341,0.3033843198855014,3,False
87,2.9,5007,166.9,0.0237713020286817,-0.042255287361966536,0.6949388011989033,-0.056384061361733157,-0.01942367969310293,-1.4015356152349112,0.30075862068965514,0.1456275635592948,0.4849701705071724,0.7504506075701184,0.30075862068965514,0.0,0.0,0.770651,0.0904095167328458,0.2842907222273031,3,False
