frame,source_frame,time_s,source_time_s,root_x,root_y,root_z,joint_abs_mean,joint_vel_abs_mean
20,4940,0.6666666666666666,164.66666666666666,0.08163900000000002,1.016055,0.744767,0.31474527586206896,1.1993446551724138
21,4941,0.7,164.7,0.08008099999999985,1.0624539999999998,0.773387,0.3053443103448276,1.2941193103448274
22,4942,0.7333333333333333,164.73333333333332,0.07830699999999968,1.1084829999999999,0.798381,0.29464044827586205,1.1969327586206897
23,4943,0.7666666666666667,164.76666666666668,0.07611799999999969,1.1537229999999998,0.817237,0.29567120689655174,1.1331418965517241
24,4944,0.8,164.8,0.07453200000000004,1.198089,0.828843,0.3009822068965517,1.0474970689655172
25,4945,0.8333333333333334,164.83333333333334,0.07353799999999966,1.2418179999999999,0.834527,0.30334131034482753,1.0678050000000003
26,4946,0.8666666666666667,164.86666666666667,0.0733959999999998,1.2847689999999998,0.834859,0.2988733448275862,1.1771358620689656
27,4947,0.9,164.9,0.07386299999999979,1.3271539999999997,0.829936,0.29232131034482767,1.0568394827586207
28,4948,0.9333333333333333,164.93333333333334,0.07452900000000007,1.3694699999999997,0.819612,0.2839122068965518,0.877323103448276
29,4949,0.9666666666666667,164.96666666666667,0.07526600000000006,1.4119829999999998,0.802917,0.28103193103448276,0.8407339655172414
30,4950,1.0,165.0,0.07577899999999982,1.453532,0.780298,0.29771162068965523,0.8053960344827586
31,4951,1.0333333333333334,165.03333333333333,0.07600799999999985,1.4955029999999998,0.755707,0.30958520689655167,0.9422782758620689
32,4952,1.0666666666666667,165.06666666666666,0.07640999999999964,1.5370529999999998,0.731155,0.30889782758620693,1.322108275862069
33,4953,1.1,165.1,0.07746399999999998,1.577524,0.708225,0.30726231034482765,1.563023275862069
34,4954,1.1333333333333333,165.13333333333333,0.07969199999999965,1.616358,0.682933,0.30633386206896546,1.6918499999999996
35,4955,1.1666666666666667,165.16666666666666,0.0816469999999998,1.6500709999999998,0.667374,0.31099168965517243,1.6683237931034482
36,4956,1.2,165.2,0.08423999999999987,1.6807659999999998,0.659509,0.3132308275862068,1.3215786206896554
37,4957,1.2333333333333334,165.23333333333332,0.08703299999999992,1.706632,0.657619,0.31281424137931035,1.1066146551724136
38,4958,1.2666666666666666,165.26666666666668,0.08975199999999983,1.727849,0.662329,0.31245079310344837,1.0119858620689657
39,4959,1.3,165.3,0.09208899999999964,1.745248,0.673768,0.31880548275862075,1.1468348275862068
40,4960,1.3333333333333333,165.33333333333334,0.09423000000000004,1.758803,0.68878,0.3307127241379311,1.3210060344827588
41,4961,1.3666666666666667,165.36666666666667,0.09606699999999968,1.769548,0.705301,0.3429689655172414,1.3201939655172414
42,4962,1.4,165.4,0.09769499999999987,1.77819,0.722099,0.35277537931034486,1.1689660344827586
43,4963,1.4333333333333333,165.43333333333334,0.09889999999999999,1.785294,0.737976,0.3538858965517241,1.0527501724137933
44,4964,1.4666666666666666,165.46666666666667,0.09965999999999964,1.791186,0.752123,0.3512627241379311,1.0073043103448276
45,4965,1.5,165.5,0.09993300000000005,1.7962259999999999,0.76405,0.34457365517241384,0.825594827586207
46,4966,1.5333333333333334,165.53333333333333,0.09979699999999969,1.800552,0.772256,0.33400562068965517,0.7003210344827586
47,4967,1.5666666666666667,165.56666666666666,0.09933099999999984,1.8040159999999998,0.776687,0.32232275862068965,0.8622025862068967
48,4968,1.6,165.6,0.09885299999999964,1.806379,0.77878,0.3135013793103448,0.9198941379310345
49,4969,1.6333333333333333,165.63333333333333,0.09846999999999984,1.8074549999999998,0.779669,0.30501317241379305,1.0006918965517242
50,4970,1.6666666666666667,165.66666666666666,0.09828599999999987,1.807016,0.779731,0.2972385862068965,0.9429910344827587
51,4971,1.7,165.7,0.09868799999999966,1.804803,0.779103,0.296791448275862,0.9885967241379311
52,4972,1.7333333333333334,165.73333333333332,0.09984899999999985,1.8013549999999998,0.778909,0.2966051724137931,1.164956896551724
53,4973,1.7666666666666666,165.76666666666668,0.10190399999999977,1.7964129999999998,0.779541,0.2986059310344828,1.1734163793103447
54,4974,1.8,165.8,0.1050279999999999,1.7898399999999999,0.782137,0.3029306551724138,1.093643275862069
55,4975,1.8333333333333333,165.83333333333334,0.10945699999999992,1.781996,0.786391,0.31186010344827586,1.0328327586206894
56,4976,1.8666666666666667,165.86666666666667,0.11483399999999966,1.772646,0.788119,0.3221150689655173,0.8875205172413795
57,4977,1.9,165.9,0.1218429999999997,1.7613139999999998,0.787249,0.32819441379310343,0.8328439655172414
58,4978,1.9333333333333333,165.93333333333334,0.1291789999999997,1.749253,0.784502,0.3362504137931034,0.9059658620689652
59,4979,1.9666666666666666,165.96666666666667,0.13616099999999998,1.736943,0.77975,0.34673179310344815,0.947063275862069
60,4980,2.0,166.0,0.1434789999999997,1.725085,0.778369,0.34866175862068965,1.1313062068965518
61,4981,2.033333333333333,166.03333333333333,0.15097899999999997,1.713874,0.774325,0.34219234482758626,1.5519879310344833
62,4982,2.066666666666667,166.06666666666666,0.15912099999999985,1.703164,0.771532,0.3309204482758621,1.7639094827586208
63,4983,2.1,166.1,0.16791699999999965,1.6926609999999997,0.770533,0.31123479310344826,1.6292513793103445
64,4984,2.1333333333333333,166.13333333333333,0.17765999999999993,1.6819859999999998,0.770368,0.31291224137931034,1.2927956896551724
65,4985,2.1666666666666665,166.16666666666666,0.18853699999999973,1.6707709999999998,0.770377,0.3194476551724138,1.0900143103448277
66,4986,2.2,166.2,0.20025499999999985,1.658237,0.770735,0.32695220689655174,1.1564058620689652
67,4987,2.2333333333333334,166.23333333333332,0.2128899999999998,1.64466,0.770601,0.3283641379310346,1.0456437931034483
68,4988,2.2666666666666666,166.26666666666668,0.22634799999999977,1.6299259999999998,0.770027,0.3222275862068966,0.9722860344827585
69,4989,2.3,166.3,0.2400669999999998,1.614005,0.769061,0.31460486206896554,0.8948224137931033
70,4990,2.3333333333333335,166.33333333333334,0.2541249999999997,1.5968719999999998,0.766621,0.30915220689655176,0.7953046551724141
71,4991,2.3666666666666667,166.36666666666667,0.268189,1.578498,0.762947,0.30638572413793114,0.7021763793103448
72,4992,2.4,166.4,0.28254,1.558968,0.758263,0.3071379655172414,0.6900103448275862
73,4993,2.433333333333333,166.43333333333334,0.29720299999999966,1.538363,0.753609,0.30938531034482764,0.687146379310345
74,4994,2.466666666666667,166.46666666666667,0.3124539999999998,1.5158459999999998,0.75151,0.3114175862068965,0.6719772413793105
75,4995,2.5,166.5,0.32572699999999966,1.4948789999999998,0.755597,0.31344151724137936,0.9033041379310344
76,4996,2.533333333333333,166.53333333333333,0.3371649999999997,1.4730629999999998,0.755431,0.3147982068965517,1.0842594827586207
77,4997,2.566666666666667,166.56666666666666,0.3479639999999997,1.4513719999999999,0.75721,0.31765389655172416,1.0123924137931035
78,4998,2.6,166.6,0.3573979999999999,1.429895,0.759905,0.3215396551724138,0.8031786206896551
79,4999,2.6333333333333333,166.63333333333333,0.3652249999999997,1.4084279999999998,0.764531,0.3244845862068965,0.7034581034482758
80,5000,2.6666666666666665,166.66666666666666,0.37164399999999986,1.38714,0.769702,0.32409879310344825,0.6904148275862066
81,5001,2.7,166.7,0.37705999999999973,1.365853,0.774213,0.32305920689655165,0.663466551724138
82,5002,2.7333333333333334,166.73333333333332,0.381815,1.344471,0.777405,0.32185927586206897,0.7140734482758624
83,5003,2.7666666666666666,166.76666666666668,0.38587799999999994,1.3230879999999998,0.779003,0.31880313793103454,0.6963532758620691
84,5004,2.8,166.8,0.38939299999999966,1.301467,0.778945,0.31574482758620687,0.6851198275862068
85,5005,2.8333333333333335,166.83333333333334,0.39239500000000005,1.279712,0.777392,0.31377406896551724,0.6732356896551724
86,5006,2.8666666666666667,166.86666666666667,0.3947689999999997,1.2578509999999998,0.774687,0.3094389310344827,0.6585217241379313
87,5007,2.9,166.9,0.3963049999999999,1.2355679999999998,0.770651,0.30075862068965514,0.6682489655172413
88,5008,2.933333333333333,166.93333333333334,0.3968119999999997,1.2125519999999999,0.765709,0.2888720344827586,0.6429749999999997
89,5009,2.966666666666667,166.96666666666667,0.396061,1.18881,0.760403,0.27987975862068964,0.5475656896551725
90,5010,3.0,167.0,0.3936409999999997,1.1644039999999998,0.754881,0.2775203448275862,0.46158
91,5011,3.033333333333333,167.03333333333333,0.3894289999999998,1.13944,0.750608,0.2811402413793104,0.49956827586206876
92,5012,3.066666666666667,167.06666666666666,0.3834169999999997,1.1129529999999999,0.752291,0.2887667586206896,0.5595656896551726
93,5013,3.1,167.1,0.376061,1.0858919999999999,0.750926,0.29510544827586205,0.6239653448275863
94,5014,3.1333333333333333,167.13333333333333,0.3677299999999999,1.058138,0.745972,0.2982467241379311,0.6801413793103448
95,5015,3.1666666666666665,167.16666666666666,0.3590169999999997,1.0308439999999999,0.741389,0.30187455172413796,0.8289843103448277
96,5016,3.2,167.2,0.3500479999999997,1.004141,0.739165,0.3095836551724137,1.0214855172413793
97,5017,3.2333333333333334,167.23333333333332,0.340627,0.977239,0.73859,0.3180284137931034,1.0559441379310344
98,5018,3.2666666666666666,167.26666666666668,0.33117899999999967,0.9505969999999999,0.740586,0.3188330344827587,0.9733551724137931
99,5019,3.3,167.3,0.3218329999999998,0.9242329999999999,0.744501,0.31828917241379306,1.0220089655172413
100,5020,3.3333333333333335,167.33333333333334,0.3123009999999997,0.897446,0.750091,0.3183772413793104,0.9723579310344828
101,5021,3.3666666666666667,167.36666666666667,0.30259899999999984,0.8702699999999999,0.756374,0.3178095172413794,0.8491034482758623
102,5022,3.4,167.4,0.2927819999999999,0.8427099999999998,0.761845,0.31728841379310346,0.7652384482758621
103,5023,3.433333333333333,167.43333333333334,0.282575,0.81477,0.766132,0.3129052068965517,0.7902750000000001
104,5024,3.466666666666667,167.46666666666667,0.2719109999999998,0.786813,0.768972,0.30443679310344823,0.8768824137931035
105,5025,3.5,167.5,0.2605749999999998,0.7591349999999999,0.770213,0.29436906896551723,0.9540320689655173
106,5026,3.533333333333333,167.53333333333333,0.24830799999999975,0.7317319999999998,0.769555,0.2855598965517241,0.9329948275862068
107,5027,3.566666666666667,167.56666666666666,0.235004,0.7043949999999999,0.766756,0.27419134482758617,0.8582958620689655
108,5028,3.6,167.6,0.22059399999999973,0.6770639999999999,0.763055,0.26389031034482757,0.7212155172413794
109,5029,3.6333333333333333,167.63333333333333,0.2052959999999997,0.6491609999999999,0.758369,0.2593358275862069,0.7072520689655172
110,5030,3.6666666666666665,167.66666666666666,0.1893349999999998,0.6205449999999999,0.75287,0.2600261034482758,0.5111524137931035
111,5031,3.7,167.7,0.17317399999999994,0.591707,0.747843,0.2691439655172414,0.5447808620689656
112,5032,3.7333333333333334,167.73333333333332,0.15608099999999991,0.56192,0.748635,0.28266717241379313,0.6593198275862068
113,5033,3.7666666666666666,167.76666666666668,0.13880800000000004,0.5320909999999999,0.747924,0.28689255172413786,0.8220879310344826
114,5034,3.8,167.8,0.12114499999999984,0.501709,0.746346,0.29299800000000004,1.0125056896551725
115,5035,3.8333333333333335,167.83333333333334,0.10343299999999989,0.4715179999999999,0.740149,0.2979213448275862,1.1866815517241378
116,5036,3.8666666666666667,167.86666666666667,0.0866469999999997,0.44265699999999986,0.741433,0.3005219655172414,1.1967098275862067
117,5037,3.9,167.9,0.07011999999999974,0.4139379999999999,0.744367,0.30714144827586215,0.9933077586206897
118,5038,3.933333333333333,167.93333333333334,0.05392299999999972,0.3856919999999999,0.748998,0.3071533103448275,0.9701053448275864
119,5039,3.966666666666667,167.96666666666667,0.03789700000000007,0.3581429999999999,0.755117,0.30867465517241377,1.1300736206896553
120,5040,4.0,168.0,0.021852999999999678,0.33122399999999996,0.761717,0.30964010344827586,1.2239317241379313
121,5041,4.033333333333333,168.03333333333333,0.005749999999999922,0.30444799999999983,0.767907,0.30780741379310345,1.1465689655172415
122,5042,4.066666666666666,168.06666666666666,-0.010509000000000324,0.27794299999999983,0.772413,0.3088583103448275,0.9173798275862068
123,5043,4.1,168.1,-0.026837,0.2514179999999999,0.77529,0.3057861379310345,0.749813275862069
124,5044,4.133333333333334,168.13333333333333,-0.04316399999999998,0.22484499999999996,0.77623,0.2995629655172414,0.7310844827586207
125,5045,4.166666666666667,168.16666666666666,-0.059409000000000045,0.1981599999999999,0.77501,0.29011158620689653,0.7788868965517243
126,5046,4.2,168.2,-0.07563900000000023,0.1712689999999999,0.771921,0.2778184827586207,0.784683620689655
127,5047,4.233333333333333,168.23333333333332,-0.09198400000000007,0.14404699999999981,0.767027,0.263707,0.7899144827586206
128,5048,4.266666666666667,168.26666666666668,-0.1082470000000002,0.11637299999999984,0.761849,0.24862710344827588,0.696558103448276
129,5049,4.3,168.3,-0.12545800000000007,0.08819099999999991,0.755687,0.24411406896551727,0.5463175862068966
130,5050,4.333333333333333,168.33333333333334,-0.1430990000000001,0.05993399999999993,0.750715,0.24824551724137933,0.446368448275862
131,5051,4.366666666666666,168.36666666666667,-0.1613190000000002,0.030710000000000015,0.752496,0.24874265517241378,0.5585881034482759
132,5052,4.4,168.4,-0.1796230000000001,0.0012650000000000716,0.751822,0.24768720689655171,0.6446937931034482
133,5053,4.433333333333334,168.43333333333334,-0.1979660000000001,-0.028663000000000327,0.749134,0.2535300344827586,0.8358041379310346
134,5054,4.466666666666667,168.46666666666667,-0.21602200000000016,-0.05873000000000017,0.740521,0.26082044827586204,1.0726562068965517
135,5055,4.5,168.5,-0.23305100000000012,-0.08707200000000004,0.738886,0.2777016206896552,1.1543353448275862
136,5056,4.533333333333333,168.53333333333333,-0.24991700000000017,-0.11586600000000002,0.73979,0.2940754482758621,0.9802836206896552
137,5057,4.566666666666666,168.56666666666666,-0.2662960000000001,-0.14477200000000012,0.74344,0.2997479310344828,1.0028379310344828
138,5058,4.6,168.6,-0.2818820000000002,-0.17342100000000027,0.749038,0.2997279310344827,1.0238679310344827
139,5059,4.633333333333334,168.63333333333333,-0.2968200000000001,-0.2019960000000003,0.755939,0.29693489655172417,0.9255998275862068
140,5060,4.666666666666667,168.66666666666666,-0.3113110000000001,-0.2302789999999999,0.762698,0.29412879310344825,0.8355299999999999
141,5061,4.7,168.7,-0.32578600000000013,-0.2583930000000003,0.76881,0.2976213103448276,0.7883094827586207
142,5062,4.733333333333333,168.73333333333332,-0.34017600000000026,-0.2862040000000001,0.773168,0.2936614482758621,0.7958575862068965
143,5063,4.766666666666667,168.76666666666668,-0.35437300000000005,-0.3138430000000003,0.775619,0.2877831034482758,0.7922498275862072
144,5064,4.8,168.8,-0.3686640000000001,-0.34126900000000004,0.776316,0.2805293448275863,0.8670708620689654
145,5065,4.833333333333333,168.83333333333334,-0.3832340000000001,-0.368258,0.774976,0.27595658620689656,0.8966508620689656
146,5066,4.866666666666666,168.86666666666667,-0.39803500000000014,-0.39514400000000016,0.771244,0.27155,0.8956665517241379
147,5067,4.9,168.9,-0.4130010000000002,-0.421856,0.76653,0.2666618275862069,0.813698275862069
148,5068,4.933333333333334,168.93333333333334,-0.4277930000000001,-0.44893099999999997,0.760761,0.2715330344827587,0.6761436206896551
149,5069,4.966666666666667,168.96666666666667,-0.4423250000000001,-0.4764360000000001,0.754993,0.2785459310344828,0.443046724137931
150,5070,5.0,169.0,-0.4569610000000002,-0.5048410000000003,0.754524,0.28695796551724134,0.5503008620689656
151,5071,5.033333333333333,169.03333333333333,-0.47126100000000015,-0.5337510000000001,0.752845,0.2917517586206896,0.62229
152,5072,5.066666666666666,169.06666666666666,-0.48548900000000006,-0.563072,0.751781,0.2935509310344828,0.8342368965517241
153,5073,5.1,169.1,-0.4993740000000002,-0.5925320000000003,0.748544,0.2963606551724137,1.019529827586207
154,5074,5.133333333333334,169.13333333333333,-0.5122660000000001,-0.621299,0.748929,0.3009804137931034,1.1429105172413794
155,5075,5.166666666666667,169.16666666666666,-0.5247580000000001,-0.6495519999999999,0.750251,0.3077982068965517,1.0306406896551723
156,5076,5.2,169.2,-0.5368680000000001,-0.6773320000000003,0.752538,0.31328841379310346,0.8589941379310346
157,5077,5.233333333333333,169.23333333333332,-0.5487100000000003,-0.7045570000000003,0.756258,0.31409268965517245,0.9086601724137929
158,5078,5.266666666666667,169.26666666666668,-0.5603730000000002,-0.7313610000000001,0.761096,0.31744665517241377,0.9482968965517243
159,5079,5.3,169.3,-0.5717820000000002,-0.7578750000000003,0.765971,0.31518048275862076,0.8996368965517244
160,5080,5.333333333333333,169.33333333333334,-0.5828460000000002,-0.7842560000000001,0.770353,0.3083285862068965,0.8705177586206896
161,5081,5.366666666666666,169.36666666666667,-0.5938270000000001,-0.810562,0.773417,0.30313099999999993,0.7761331034482758
162,5082,5.4,169.4,-0.6045,-0.8371620000000002,0.775511,0.2987742413793104,0.7089744827586206
163,5083,5.433333333333334,169.43333333333334,-0.6147840000000002,-0.8639830000000002,0.776447,0.28919927586206895,0.7176279310344827
164,5084,5.466666666666667,169.46666666666667,-0.6244390000000002,-0.891095,0.775846,0.28038086206896556,0.7404062068965518
165,5085,5.5,169.5,-0.6334550000000001,-0.9186730000000001,0.773486,0.27149693103448275,0.8047572413793105
166,5086,5.533333333333333,169.53333333333333,-0.6417370000000002,-0.9467940000000001,0.770046,0.26096437931034483,0.7517875862068965
167,5087,5.566666666666666,169.56666666666666,-0.6499780000000002,-0.9751720000000001,0.765165,0.2549773448275862,0.5937491379310345
168,5088,5.6,169.6,-0.6581860000000002,-1.003524,0.759659,0.25777717241379305,0.4333246551724141
169,5089,5.633333333333334,169.63333333333333,-0.6662490000000001,-1.031955,0.755471,0.25510489655172414,0.4800072413793101
170,5090,5.666666666666667,169.66666666666666,-0.6738110000000002,-1.061185,0.757037,0.2533838620689655,0.5624787931034483
171,5091,5.7,169.7,-0.6809890000000001,-1.090376,0.754389,0.2550464482758621,0.6145613793103449
172,5092,5.733333333333333,169.73333333333332,-0.6876970000000002,-1.1185840000000002,0.753271,0.2561168275862069,0.8560903448275861
173,5093,5.766666666666667,169.76666666666668,-0.6937230000000001,-1.1451070000000003,0.752344,0.25620368965517243,1.0819318965517244
174,5094,5.8,169.8,-0.6991050000000001,-1.1706210000000001,0.753073,0.26105334482758613,1.119888620689655
175,5095,5.833333333333333,169.83333333333334,-0.7030200000000002,-1.1951680000000002,0.754691,0.2770672068965517,1.0184203448275864
176,5096,5.866666666666666,169.86666666666667,-0.7057870000000002,-1.219585,0.758135,0.28670431034482763,0.9277277586206896
177,5097,5.9,169.9,-0.7075550000000002,-1.243696,0.762524,0.29488179310344836,0.8225606896551724
178,5098,5.933333333333334,169.93333333333334,-0.7087110000000001,-1.2674700000000003,0.76707,0.3059210689655173,0.6593394827586204
179,5099,5.966666666666667,169.96666666666667,-0.7095030000000002,-1.2910210000000002,0.771104,0.3140865862068965,0.545676724137931
180,5100,6.0,170.0,-0.7099860000000002,-1.3145420000000003,0.774335,0.31503744827586205,0.5952320689655173
181,5101,6.033333333333333,170.03333333333333,-0.7100390000000001,-1.3380140000000003,0.776702,0.30817244827586204,0.6884513793103451
182,5102,6.066666666666666,170.06666666666666,-0.7096330000000002,-1.361517,0.777951,0.29792896551724135,0.7396401724137933
183,5103,6.1,170.1,-0.7089080000000001,-1.3849110000000002,0.778069,0.2888031034482759,0.7404687931034483
184,5104,6.133333333333334,170.13333333333333,-0.7077790000000002,-1.408248,0.77666,0.28028824137931035,0.745741551724138
185,5105,6.166666666666667,170.16666666666666,-0.7061400000000002,-1.4317390000000003,0.773425,0.27518210344827587,0.6297486206896552
186,5106,6.2,170.2,-0.7039730000000002,-1.4556880000000003,0.769038,0.27492396551724135,0.5570875862068967
187,5107,6.233333333333333,170.23333333333332,-0.7009380000000001,-1.4799930000000003,0.763728,0.28247520689655176,0.3562934482758621
188,5108,6.266666666666667,170.26666666666668,-0.6969770000000002,-1.504928,0.758146,0.2892781034482758,0.5396162068965518
189,5109,6.3,170.3,-0.6919740000000001,-1.530719,0.75448,0.2948642413793104,0.5085108620689657
190,5110,6.333333333333333,170.33333333333334,-0.6856590000000002,-1.557735,0.757653,0.30033641379310344,0.5962091379310341
191,5111,6.366666666666666,170.36666666666667,-0.6781780000000002,-1.5847890000000002,0.757259,0.3051492413793103,0.7333096551724138
192,5112,6.4,170.4,-0.670606,-1.6108070000000003,0.759826,0.3060781379310345,0.9259582758620691
193,5113,6.433333333333334,170.43333333333334,-0.6623130000000002,-1.6366870000000002,0.761871,0.3061058620689655,0.9483837931034483
194,5114,6.466666666666667,170.46666666666667,-0.6536950000000001,-1.662048,0.762833,0.306708275862069,0.8444048275862069
195,5115,6.5,170.5,-0.6447470000000002,-1.6868400000000001,0.764342,0.3063948275862069,0.730356206896552
196,5116,6.533333333333333,170.53333333333333,-0.6354420000000001,-1.7111100000000001,0.766551,0.30614868965517245,0.8590996551724143
197,5117,6.566666666666666,170.56666666666666,-0.6258360000000001,-1.734858,0.769069,0.30917572413793104,0.9146953448275862
198,5118,6.6,170.6,-0.6159060000000001,-1.7580110000000002,0.771378,0.30882934482758617,0.9187768965517241
199,5119,6.633333333333334,170.63333333333333,-0.6057570000000001,-1.780682,0.773041,0.3115758620689655,0.9495718965517241
200,5120,6.666666666666667,170.66666666666666,-0.5953400000000002,-1.802956,0.773984,0.31399379310344827,0.9109018965517243
201,5121,6.7,170.7,-0.5843670000000001,-1.8248250000000001,0.774615,0.30969693103448276,0.7781860344827587
202,5122,6.733333333333333,170.73333333333332,-0.5728550000000001,-1.846079,0.774538,0.2986889310344828,0.7707201724137931
203,5123,6.766666666666667,170.76666666666668,-0.5607880000000001,-1.8666140000000002,0.773842,0.28336489655172414,0.8074727586206897
204,5124,6.8,170.8,-0.5480090000000002,-1.8867180000000001,0.772296,0.2683561034482759,0.7964441379310345
205,5125,6.833333333333333,170.83333333333334,-0.5343440000000002,-1.9064670000000001,0.769953,0.25133441379310345,0.8075963793103447
206,5126,6.866666666666666,170.86666666666667,-0.5198520000000002,-1.926291,0.766982,0.23539027586206893,0.721703275862069
207,5127,6.9,170.9,-0.504685,-1.9463120000000003,0.763457,0.23252893103448277,0.510403448275862
208,5128,6.933333333333334,170.93333333333334,-0.48892900000000017,-1.9664130000000002,0.760053,0.2319855862068966,0.380004827586207
209,5129,6.966666666666667,170.96666666666667,-0.4726030000000001,-1.9863439999999999,0.757858,0.23066258620689656,0.5677018965517242
210,5130,7.0,171.0,-0.45492200000000005,-2.0066870000000003,0.760761,0.2356145172413793,0.7121229310344827
211,5131,7.033333333333333,171.03333333333333,-0.43672200000000005,-2.0265500000000003,0.757008,0.24584358620689656,0.7940048275862068
212,5132,7.066666666666666,171.06666666666666,-0.41918600000000006,-2.0450530000000002,0.757552,0.25467079310344826,1.0538446551724137
213,5133,7.1,171.1,-0.4022310000000002,-2.0626360000000004,0.75676,0.2619845862068965,1.2475970689655171
214,5134,7.133333333333334,171.13333333333333,-0.3859830000000002,-2.0788590000000005,0.757534,0.2736566896551724,1.301088103448276
215,5135,7.166666666666667,171.16666666666666,-0.36972000000000005,-2.093978,0.759411,0.2964324137931034,1.1893091379310343
216,5136,7.2,171.2,-0.3530810000000002,-2.1080319999999997,0.76226,0.31938072413793106,1.1763925862068965
217,5137,7.233333333333333,171.23333333333332,-0.33605200000000024,-2.121168,0.765685,0.3340707241379311,1.0055643103448275
218,5138,7.266666666666667,171.26666666666668,-0.3190360000000001,-2.133649,0.769333,0.33767296551724135,0.7955968965517242
219,5139,7.3,171.3,-0.3019440000000002,-2.145562,0.772797,0.33041320689655174,0.788443448275862
220,5140,7.333333333333333,171.33333333333334,-0.2846470000000001,-2.156885,0.775675,0.3192466206896552,0.8653836206896552
221,5141,7.366666666666666,171.36666666666667,-0.2671230000000002,-2.1676919999999997,0.777953,0.31012737931034484,0.8733408620689658
222,5142,7.4,171.4,-0.24951100000000004,-2.177981,0.779803,0.3030755517241379,0.815011551724138
223,5143,7.433333333333334,171.43333333333334,-0.23180600000000018,-2.1875590000000003,0.780828,0.2943578965517241,0.7710274137931034
224,5144,7.466666666666667,171.46666666666667,-0.21408500000000008,-2.196587,0.780531,0.2844263448275862,0.7617444827586207
225,5145,7.5,171.5,-0.19612000000000007,-2.2052510000000005,0.77839,0.2776867931034483,0.697806724137931
226,5146,7.533333333333333,171.53333333333333,-0.17791600000000019,-2.2137530000000005,0.775215,0.27517465517241385,0.5902898275862069
227,5147,7.566666666666666,171.56666666666666,-0.15915400000000024,-2.22199,0.7713,0.2750577931034483,0.5857463793103447
228,5148,7.6,171.6,-0.13968300000000022,-2.229902,0.767011,0.2767428275862069,0.5372094827586205
229,5149,7.633333333333334,171.63333333333333,-0.11906900000000009,-2.2373650000000005,0.762812,0.2777941034482759,0.6081424137931036
230,5150,7.666666666666667,171.66666666666666,-0.09709000000000012,-2.244149,0.758569,0.27969744827586207,0.512860344827586
231,5151,7.7,171.7,-0.07426100000000013,-2.250192,0.755298,0.28589589655172415,0.5834322413793105
232,5152,7.733333333333333,171.73333333333332,-0.05081099999999994,-2.2554309999999997,0.754186,0.2926955517241379,0.7174717241379311
233,5153,7.766666666666667,171.76666666666668,-0.026425000000000143,-2.2605700000000004,0.75793,0.29723886206896555,0.6750677586206896
234,5154,7.8,171.8,-0.00348700000000024,-2.265168,0.760612,0.2961401379310345,0.7143294827586207
235,5155,7.833333333333333,171.83333333333334,0.018914999999999793,-2.269369,0.762228,0.2926087586206897,0.8321591379310344
236,5156,7.866666666666666,171.86666666666667,0.03987499999999988,-2.2730760000000005,0.764396,0.29118768965517244,0.9151432758620689
